Zeit (s) Messreihe #1	Spannung, Ch A (V) Messreihe #1	Spannung, Ch B (V) Messreihe #1	Zeit (s) Messreihe #2	Spannung, Ch A (V) Messreihe #2	Spannung, Ch B (V) Messreihe #2	Zeit (s) Messreihe #3	Spannung, Ch A (V) Messreihe #3	Spannung, Ch B (V) Messreihe #3	Zeit (s) Messreihe #4	Spannung, Ch A (V) Messreihe #4	Spannung, Ch B (V) Messreihe #4	Zeit (s) Messreihe #5	Spannung, Ch A (V) Messreihe #5	Spannung, Ch B (V) Messreihe #5	Zeit (s) Messreihe #6	Spannung, Ch A (V) Messreihe #6	Spannung, Ch B (V) Messreihe #6	Zeit (s) Messreihe #7	Spannung, Ch A (V) Messreihe #7	Spannung, Ch B (V) Messreihe #7	Zeit (s) Messreihe #8	Spannung, Ch A (V) Messreihe #8	Spannung, Ch B (V) Messreihe #8	Zeit (s) Messreihe #9	Spannung, Ch A (V) Messreihe #9	Spannung, Ch B (V) Messreihe #9	Zeit (s) Messreihe #10	Spannung, Ch A (V) Messreihe #10	Spannung, Ch B (V) Messreihe #10	Zeit (s) Messreihe #11	Spannung, Ch A (V) Messreihe #11	Spannung, Ch B (V) Messreihe #11	Zeit (s) Messreihe #12	Spannung, Ch A (V) Messreihe #12	Spannung, Ch B (V) Messreihe #12	Zeit (s) Messreihe #13	Spannung, Ch A (V) Messreihe #13	Spannung, Ch B (V) Messreihe #13	Zeit (s) Messreihe #14	Spannung, Ch A (V) Messreihe #14	Spannung, Ch B (V) Messreihe #14	Zeit (s) Messreihe #15	Spannung, Ch A (V) Messreihe #15	Spannung, Ch B (V) Messreihe #15	Zeit (s) Messreihe #16	Spannung, Ch A (V) Messreihe #16	Spannung, Ch B (V) Messreihe #16	Zeit (s) Messreihe #17	Spannung, Ch A (V) Messreihe #17	Spannung, Ch B (V) Messreihe #17
						28,160	7,282	9,991																																										
						28,180	7,287	9,991																																										
						28,200	7,293	9,991																																										
						28,220	7,298	9,991																																										
						28,240	7,304	9,991																																										
						28,260	7,310	9,991																																										
						28,280	7,316	9,991																																										
						28,300	7,321	9,991																																										
						28,320	7,327	9,991																																										
						28,340	7,333	9,991																																										
						28,360	7,339	9,991																																										
						28,380	7,343	9,991																																										
						28,400	7,350	9,991																																										
						28,420	7,355	9,991																																										
						28,440	7,361	9,991																																										
						28,460	7,366	9,991																																										
						28,480	7,373	9,991																																										
						28,500	7,378	9,991																																										
						28,520	7,383	9,991																																										
						28,540	7,389	9,991																																										
						28,560	7,395	9,991																																										
						28,580	7,401	9,991																																										
						28,600	7,406	9,991																																										
						28,620	7,412	9,991																																										
						28,640	7,418	9,991																																										
						28,660	7,423	9,991																																										
						28,680	7,429	9,991																																										
						28,700	7,435	9,991																																										
						28,720	7,440	9,991																																										
						28,740	7,446	9,991																																										
						28,760	7,452	9,991																																										
						28,780	7,457	9,991																																										
						28,800	7,463	9,991																																										
						28,820	7,469	9,991																																										
						28,840	7,474	9,991																																										
						28,860	7,480	9,991																																										
						28,880	7,486	9,991																																										
						28,900	7,492	9,991																																										
						28,920	7,497	9,991																																										
						28,940	7,502	9,991																																										
						28,960	7,508	9,991																																										
						28,980	7,514	9,991																																										
						29,000	7,519	9,991																																										
						29,020	7,525	9,991																																										
						29,040	7,530	9,991																																										
						29,060	7,536	9,991																																										
						29,080	7,542	9,991																																										
						29,100	7,548	9,991																																										
						29,120	7,553	9,991																																										
						29,140	7,559	9,991																																										
						29,160	7,565	9,991																																										
						29,180	7,570	9,991																																										
						29,200	7,576	9,991																																										
						29,220	7,582	9,991																																										
						29,240	7,587	9,991																																										
						29,260	7,593	9,991																																										
						29,280	7,599	9,991																																										
						29,300	7,604	9,991																																										
						29,320	7,610	9,991																																										
						29,340	7,615	9,991																																										
						29,360	7,621	9,991																																										
						29,380	7,627	9,991																																										
						29,400	7,633	9,991																																										
						29,420	7,639	9,991																																										
						29,440	7,644	9,991																																										
						29,460	7,649	9,991																																										
						29,480	7,655	9,991																																										
						29,500	7,661	9,991																																										
						29,520	7,666	9,991																																										
						29,540	7,672	9,991																																										
						29,560	7,678	9,991																																										
						29,580	7,683	9,991																																										
						29,600	7,689	9,991																																										
						29,620	7,695	9,991																																										
						29,640	7,700	9,991																																										
						29,660	7,706	9,991																																										
						29,680	7,712	9,991																																										
						29,700	7,717	9,991																																										
						29,720	7,723	9,991																																										
						29,740	7,728	9,991																																										
						29,760	7,735	9,991																																										
						29,780	7,740	9,991																																										
						29,800	7,745	9,991																																										
						29,820	7,752	9,991																																										
						29,840	7,757	9,991																																										
						29,860	7,762	9,991																																										
						29,880	7,768	9,991																																										
						29,900	7,774	9,991																																										
						29,920	7,780	9,991																																										
						29,940	7,785	9,991																																										
						29,960	7,791	9,991																																										
						29,980	7,796	9,991																																										
						30,000	7,802	9,991																																										
						30,020	7,808	9,991																																										
						30,040	7,813	9,991																																										
						30,060	7,819	9,991																																										
						30,080	7,824	9,991																																										
						30,100	7,830	9,991																																										
						30,120	7,835	9,991																																										
						30,140	7,841	9,991																																										
						30,160	7,846	9,991																																										
						30,180	7,852	9,991																																										
						30,200	7,858	9,991																																										
						30,220	7,863	9,991																																										
						30,240	7,865	9,991																																										
						30,260	7,865	9,991																																										
						30,280	7,865	9,991																																										
						30,300	7,865	9,991																																										
						30,320	7,865	9,991																																										
						30,340	7,865	9,991																																										
						30,360	7,865	9,991																																										
						30,380	7,865	9,991																																										
						30,400	7,865	9,991																																										
						30,420	7,865	9,991																																										
						30,440	7,865	9,991																																										
						30,460	7,865	9,991																																										
						30,480	7,865	9,991																																										
						30,500	7,865	9,991																																										
						30,520	7,865	9,991																																										
						30,540	7,866	9,991																																										
						30,560	7,867	9,991																																										
						30,580	7,867	9,991																																										
						30,600	7,867	9,991																																										
						30,620	7,866	9,991																																										
						30,640	7,867	9,991																																										
						30,660	7,867	9,991																																										
						30,680	7,867	9,991																																										
						30,700	7,867	9,991																																										
						30,720	7,867	9,991																																										
						30,740	7,867	9,991																																										
						30,760	7,867	9,991																																										
						30,780	7,867	9,991																																										
						30,800	7,867	9,991																																										
						30,820	7,867	9,991																																										
						30,840	7,867	9,991																																										
						30,860	7,866	9,991																																										
						30,880	7,866	9,991																																										
						30,900	7,867	9,991																																										
						30,920	7,867	9,991																																										
						30,940	7,867	9,991																																										
						30,960	7,867	9,991																																										
						30,980	7,866	9,991																																										
						31,000	7,867	9,991																																										
						31,020	7,867	9,991																																										
						31,040	7,866	9,991																																										
						31,060	7,867	9,991																																										
						31,080	7,867	9,991																																										
						31,100	7,867	9,991																																										
						31,120	7,867	9,991																																										
						31,140	7,867	9,991																																										
						31,160	7,867	9,991																																										
						31,180	7,867	9,991																																										
						31,200	7,867	9,991																																										
						31,220	7,867	9,991																																										
						31,240	7,867	9,991																																										
						31,260	7,867	9,991																																										
						31,280	7,867	9,991																																										
						31,300	7,867	9,991																																										
						31,320	7,867	9,991																																										
						31,340	7,867	9,991																																										
						31,360	7,867	9,991																																										
						31,380	7,867	9,991																																										
						31,400	7,866	9,991																																										
						31,420	7,867	9,991																																										
