Zeit (s) Messreihe #1	Spannung, Ch A (V) Messreihe #1	Spannung, Ch B (V) Messreihe #1	Zeit (s) Messreihe #2	Spannung, Ch A (V) Messreihe #2	Spannung, Ch B (V) Messreihe #2	Zeit (s) Messreihe #3	Spannung, Ch A (V) Messreihe #3	Spannung, Ch B (V) Messreihe #3	Zeit (s) Messreihe #4	Spannung, Ch A (V) Messreihe #4	Spannung, Ch B (V) Messreihe #4	Zeit (s) Messreihe #5	Spannung, Ch A (V) Messreihe #5	Spannung, Ch B (V) Messreihe #5	Zeit (s) Messreihe #6	Spannung, Ch A (V) Messreihe #6	Spannung, Ch B (V) Messreihe #6	Zeit (s) Messreihe #7	Spannung, Ch A (V) Messreihe #7	Spannung, Ch B (V) Messreihe #7	Zeit (s) Messreihe #8	Spannung, Ch A (V) Messreihe #8	Spannung, Ch B (V) Messreihe #8	Zeit (s) Messreihe #9	Spannung, Ch A (V) Messreihe #9	Spannung, Ch B (V) Messreihe #9
						75,650	-6,907	0,005													75,650	-1,523	0,001	75,650	-1,019	-0,671
						75,700	-6,908	0,005													75,700	-1,550	0,001	75,700	-1,019	-0,668
						75,750	-6,907	0,006													75,750	-1,575	0,001	75,750	-1,020	-0,663
						75,800	-6,908	0,005													75,800	-1,609	0,002	75,800	-1,020	-0,660
						75,850	-6,907	0,005													75,850	-1,644	0,001	75,850	-1,020	-0,655
						75,900	-6,908	0,005													75,900	-1,675	0,002	75,900	-1,021	-0,652
						75,950	-6,907	0,006													75,950	-1,711	0,002	75,950	-1,021	-0,647
						76,000	-6,908	0,005													76,000	-1,736	0,002	76,000	-1,022	-0,644
						76,050	-6,907	0,005													76,050	-1,760	0,002	76,050	-1,023	-0,639
						76,100	-6,908	0,005													76,100	-1,790	0,002	76,100	-1,023	-0,636
						76,150	-6,908	0,005													76,150	-1,812	0,002	76,150	-1,023	-0,631
						76,200	-6,908	0,005													76,200	-1,824	0,003	76,200	-1,023	-0,628
						76,250	-6,908	0,005													76,250	-1,824	0,002	76,250	-1,024	-0,623
						76,300	-6,908	0,005													76,300	-1,824	0,002	76,300	-1,024	-0,620
						76,350	-6,908	0,005													76,350	-1,824	0,002	76,350	-1,025	-0,616
						76,400	-6,908	0,005													76,400	-1,824	0,002	76,400	-1,026	-0,612
						76,450	-6,908	0,005													76,450	-1,826	0,001	76,450	-1,026	-0,608
						76,500	-6,908	0,005													76,500	-1,851	0,002	76,500	-1,027	-0,605
						76,550	-6,907	0,005													76,550	-1,921	0,002	76,550	-1,028	-0,600
						76,600	-6,908	0,005													76,600	-1,976	0,003	76,600	-1,029	-0,598
						76,650	-6,907	0,005													76,650	-2,057	0,002	76,650	-1,029	-0,593
						76,700	-6,908	0,005													76,700	-2,128	0,003	76,700	-1,029	-0,590
						76,750	-6,908	0,005													76,750	-2,171	0,002	76,750	-1,029	-0,586
						76,800	-6,908	0,005													76,800	-2,215	0,003	76,800	-1,029	-0,583
						76,850	-6,907	0,005													76,850	-2,241	0,002	76,850	-1,029	-0,578
						76,900	-6,908	0,005													76,900	-2,239	0,003	76,900	-1,030	-0,576
						76,950	-6,908	0,005													76,950	-2,239	0,003	76,950	-1,030	-0,571
						77,000	-6,908	0,005													77,000	-2,239	0,003	77,000	-1,031	-0,568
						77,050	-6,908	0,005													77,050	-2,239	0,003	77,050	-1,032	-0,564
						77,100	-6,908	0,005													77,100	-2,240	0,003	77,100	-1,034	-0,561
						77,150	-6,908	0,005													77,150	-2,241	0,002	77,150	-1,035	-0,557
						77,200	-6,908	0,005													77,200	-2,255	0,003	77,200	-1,037	-0,555
						77,250	-6,908	0,005													77,250	-2,334	0,003	77,250	-1,039	-0,551
						77,300	-6,908	0,005													77,300	-2,434	0,004	77,300	-1,040	-0,548
						77,350	-6,908	0,005													77,350	-2,548	0,003	77,350	-1,042	-0,544
						77,400	-6,908	0,005													77,400	-2,621	0,004	77,400	-1,043	-0,542
						77,450	-6,908	0,005													77,450	-2,632	0,003	77,450	-1,043	-0,538
						77,500	-6,908	0,005													77,500	-2,633	0,004	77,500	-1,044	-0,536
						77,550	-6,908	0,005													77,550	-2,633	0,003	77,550	-1,046	-0,532
						77,600	-6,908	0,005													77,600	-2,633	0,004	77,600	-1,048	-0,530
						77,650	-6,908	0,005													77,650	-2,633	0,003	77,650	-1,049	-0,526
						77,700	-6,908	0,005													77,700	-2,633	0,004	77,700	-1,050	-0,524
						77,750	-6,908	0,005													77,750	-2,661	0,003	77,750	-1,051	-0,521
						77,800	-6,909	0,005													77,800	-2,755	0,004	77,800	-1,052	-0,519
						77,850	-6,908	0,005													77,850	-2,812	0,003	77,850	-1,053	-0,516
						77,900	-6,909	0,005													77,900	-2,868	0,004	77,900	-1,053	-0,514
						77,950	-6,909	0,005													77,950	-2,939	0,004	77,950	-1,055	-0,511
						78,000	-6,909	0,005													78,000	-3,007	0,004	78,000	-1,055	-0,509
						78,050	-6,908	0,005													78,050	-3,043	0,003	78,050	-1,056	-0,506
						78,100	-6,909	0,005													78,100	-3,044	0,004	78,100	-1,056	-0,504
						78,150	-6,909	0,005													78,150	-3,045	0,003	78,150	-1,056	-0,501
						78,200	-6,909	0,005													78,200	-3,045	0,004	78,200	-1,056	-0,499
						78,250	-6,908	0,006													78,250	-3,045	0,003	78,250	-1,056	-0,496
						78,300	-6,909	0,005													78,300	-3,045	0,004	78,300	-1,055	-0,494
						78,350	-6,909	0,005													78,350	-3,056	0,004	78,350	-1,055	-0,491
						78,400	-6,909	0,005													78,400	-3,131	0,004	78,400	-1,055	-0,489
						78,450	-6,908	0,005													78,450	-3,195	0,004	78,450	-1,054	-0,486
						78,500	-6,909	0,005													78,500	-3,254	0,004	78,500	-1,054	-0,484
																					78,550	-3,300	0,004	78,550	-1,054	-0,481
																					78,600	-3,318	0,004	78,600	-1,055	-0,479
																					78,650	-3,319	0,004	78,650	-1,055	-0,476
																					78,700	-3,319	0,004	78,700	-1,056	-0,474
																					78,750	-3,319	0,004	78,750	-1,056	-0,471
																					78,800	-3,319	0,005	78,800	-1,056	-0,469
																					78,850	-3,319	0,004	78,850	-1,055	-0,466
																					78,900	-3,328	0,005	78,900	-1,056	-0,464
																					78,950	-3,431	0,004	78,950	-1,056	-0,461
																					79,000	-3,604	0,005	79,000	-1,056	-0,460
																					79,050	-3,636	0,004	79,050	-1,056	-0,456
																					79,100	-3,687	0,005	79,100	-1,057	-0,455
																					79,150	-3,701	0,004	79,150	-1,058	-0,452
																					79,200	-3,700	0,005	79,200	-1,058	-0,450
																					79,250	-3,700	0,004	79,250	-1,059	-0,447
																					79,300	-3,700	0,005	79,300	-1,059	-0,446
																					79,350	-3,701	0,004	79,350	-1,060	-0,442
																					79,400	-3,700	0,005	79,400	-1,060	-0,441
																					79,450	-3,729	0,004	79,450	-1,060	-0,438
																					79,500	-3,815	0,005	79,500	-1,060	-0,436
																					79,550	-3,934	0,004	79,550	-1,060	-0,433
																					79,600	-4,036	0,005	79,600	-1,060	-0,431
																					79,650	-4,059	0,004	79,650	-1,061	-0,428
																					79,700	-4,060	0,005	79,700	-1,067	-0,426
																					79,750	-4,059	0,005	79,750	-1,068	-0,423
																					79,800	-4,055	0,005	79,800	-1,068	-0,420
																					79,850	-4,054	0,005	79,850	-1,068	-0,417
																					79,900	-4,055	0,005	79,900	-1,067	-0,415
																					79,950	-4,087	0,005	79,950	-1,067	-0,412
																					80,000	-4,149	0,005	80,000	-1,067	-0,410
																					80,050	-4,173	0,005	80,050	-1,067	-0,406
																					80,100	-4,209	0,006	80,100	-1,066	-0,404
																					80,150	-4,265	0,005	80,150	-1,066	-0,401
																					80,200	-4,272	0,005	80,200	-1,066	-0,398
																					80,250	-4,289	0,004	80,250	-1,066	-0,395
																					80,300	-4,296	0,005	80,300	-1,068	-0,393
																					80,350	-4,296	0,004	80,350	-1,070	-0,389
																					80,400	-4,295	0,006	80,400	-1,070	-0,387
																					80,450	-4,295	0,005	80,450	-1,071	-0,383
																					80,500	-4,324	0,005	80,500	-1,072	-0,381
																					80,550	-4,495	0,005	80,550	-1,072	-0,378
																					80,600	-4,625	0,006	80,600	-1,073	-0,375
																					80,650	-4,664	0,005	80,650	-1,075	-0,371
																					80,700	-4,720	0,006	80,700	-1,074	-0,369
																					80,750	-4,767	0,005	80,750	-1,074	-0,365
																					80,800	-4,769	0,006	80,800	-1,073	-0,363
																					80,850	-4,769	0,005	80,850	-1,074	-0,359
																					80,900	-4,769	0,006	80,900	-1,073	-0,356
																					80,950	-4,769	0,005	80,950	-1,073	-0,353
																					81,000	-4,769	0,006	81,000	-1,074	-0,350
																					81,050	-4,784	0,005	81,050	-1,074	-0,346
																					81,100	-4,859	0,006	81,100	-1,073	-0,344
																					81,150	-4,973	0,005	81,150	-1,074	-0,340
																					81,200	-5,053	0,006	81,200	-1,074	-0,337
																					81,250	-5,093	0,005	81,250	-1,074	-0,333
																					81,300	-5,097	0,006	81,300	-1,075	-0,331
																					81,350	-5,097	0,005	81,350	-1,076	-0,327
																					81,400	-5,097	0,006	81,400	-1,080	-0,324
																					81,450	-5,097	0,005	81,450	-1,083	-0,321
																					81,500	-5,096	0,006	81,500	-1,091	-0,318
																					81,550	-5,122	0,005	81,550	-1,092	-0,313
																					81,600	-5,186	0,006	81,600	-1,089	-0,310
																					81,650	-5,280	0,006	81,650	-1,091	-0,305
																					81,700	-5,376	0,006	81,700	-1,090	-0,302
																					81,750	-5,505	0,006	81,750	-1,090	-0,297
																					81,800	-5,578	0,006	81,800	-1,090	-0,294
																					81,850	-5,582	0,006	81,850	-1,089	-0,290
																					81,900	-5,582	0,006	81,900	-1,088	-0,287
																					81,950	-5,582	0,005	81,950	-1,089	-0,283
																					82,000	-5,582	0,006	82,000	-1,088	-0,280
																					82,050	-5,582	0,005	82,050	-1,090	-0,275
																					82,100	-5,596	0,006	82,100	-1,092	-0,273
																					82,150	-5,680	0,005	82,150	-1,092	-0,269
																					82,200	-5,761	0,006	82,200	-1,093	-0,266
																					82,250	-5,811	0,006	82,250	-1,092	-0,262
																					82,300	-5,875	0,006	82,300	-1,091	-0,259
																					82,350	-5,889	0,006	82,350	-1,091	-0,255
																					82,400	-5,889	0,006	82,400	-1,091	-0,252
																					82,450	-5,889	0,005	82,450	-1,091	-0,248
																					82,500	-5,889	0,006	82,500	-1,091	-0,245
																					82,550	-5,889	0,005	82,550	-1,091	-0,241
																					82,600	-5,889	0,006	82,600	-1,092	-0,238
																					82,650	-5,929	0,006	82,650	-1,094	-0,234
																					82,700	-6,048	0,007	82,700	-1,095	-0,231
																					82,750	-6,138	0,006	82,750	-1,096	-0,227
																					82,800	-6,196	0,006	82,800	-1,097	-0,225
																					82,850	-6,291	0,006	82,850	-1,099	-0,221
																					82,900	-6,323	0,007	82,900	-1,101	-0,219
																					82,950	-6,323	0,006	82,950	-1,102	-0,215
																					83,000	-6,323	0,007	83,000	-1,103	-0,212
																					83,050	-6,323	0,006	83,050	-1,103	-0,209
																					83,100	-6,323	0,007	83,100	-1,104	-0,207
																					83,150	-6,323	0,006	83,150	-1,104	-0,203
																					83,200	-6,323	0,007	83,200	-1,105	-0,201
																					83,250	-6,350	0,006	83,250	-1,105	-0,197
																					83,300	-6,463	0,006	83,300	-1,105	-0,195
																					83,350	-6,535	0,006	83,350	-1,104	-0,191
																					83,400	-6,591	0,007	83,400	-1,104	-0,189
																					83,450	-6,626	0,006	83,450	-1,103	-0,185
																					83,500	-6,626	0,007	83,500	-1,103	-0,183
																					83,550	-6,627	0,006	83,550	-1,103	-0,179
																					83,600	-6,626	0,007	83,600	-1,103	-0,177
																					83,650	-6,627	0,006	83,650	-1,102	-0,173
																					83,700	-6,626	0,007	83,700	-1,102	-0,171
																					83,750	-6,629	0,006	83,750	-1,103	-0,167
																					83,800	-6,650	0,007	83,800	-1,103	-0,165
																					83,850	-6,724	0,006	83,850	-1,104	-0,162
																					83,900	-6,769	0,007	83,900	-1,105	-0,159
																					83,950	-6,847	0,006	83,950	-1,105	-0,156
																					84,000	-6,923	0,007	84,000	-1,106	-0,154
																					84,050	-6,963	0,006	84,050	-1,107	-0,150
																					84,100	-6,983	0,007	84,100	-1,108	-0,149
																					84,150	-6,992	0,006	84,150	-1,109	-0,145
																					84,200	-6,993	0,007	84,200	-1,110	-0,144
																					84,250	-6,993	0,006	84,250	-1,110	-0,140
																					84,300	-6,996	0,007	84,300	-1,111	-0,138
																					84,350	-6,998	0,006	84,350	-1,112	-0,135
																					84,400	-6,999	0,007	84,400	-1,113	-0,133
																					84,450	-7,002	0,006	84,450	-1,113	-0,130
																					84,500	-7,003	0,007	84,500	-1,113	-0,128
																					84,550	-7,004	0,006	84,550	-1,114	-0,125
																					84,600	-7,004	0,007	84,600	-1,114	-0,123
																					84,650	-7,005	0,006	84,650	-1,115	-0,120
																					84,700	-7,005	0,007	84,700	-1,115	-0,119
																					84,750	-7,006	0,006	84,750	-1,117	-0,116
																					84,800	-7,005	0,007	84,800	-1,118	-0,114
																					84,850	-7,006	0,006	84,850	-1,119	-0,111
																					84,900	-7,005	0,007	84,900	-1,120	-0,110
																					84,950	-7,006	0,006	84,950	-1,121	-0,107
																					85,000	-7,006	0,007	85,000	-1,120	-0,106
																					85,050	-7,006	0,006	85,050	-1,120	-0,103
																					85,100	-7,006	0,007	85,100	-1,120	-0,102
																					85,150	-7,007	0,006	85,150	-1,121	-0,099
																					85,200	-7,006	0,007	85,200	-1,121	-0,098
																					85,250	-7,007	0,006	85,250	-1,121	-0,095
																					85,300	-7,006	0,007	85,300	-1,121	-0,094
																					85,350	-7,007	0,006	85,350	-1,121	-0,091
																					85,400	-7,006	0,007	85,400	-1,124	-0,090
																					85,450	-7,007	0,006	85,450	-1,137	-0,087
																					85,500	-7,006	0,007	85,500	-1,122	-0,086
																					85,550	-7,007	0,006	85,550	-1,121	-0,083
																								85,600	-1,124	-0,081
																								85,650	-1,124	-0,079
																								85,700	-1,124	-0,077
																								85,750	-1,124	-0,075
																								85,800	-1,124	-0,073
																								85,850	-1,126	-0,070
																								85,900	-1,127	-0,069
																								85,950	-1,128	-0,066
																								86,000	-1,138	-0,064
																								86,050	-1,147	-0,061
																								86,100	-1,142	-0,059
																								86,150	-1,134	-0,056
																								86,200	-1,137	-0,055
																								86,250	-1,137	-0,052
																								86,300	-1,139	-0,050
																								86,350	-1,140	-0,048
																								86,400	-1,143	-0,046
																								86,450	-1,147	-0,044
																								86,500	-1,149	-0,042
																								86,550	-1,154	-0,039
																								86,600	-1,156	-0,038
																								86,650	-1,158	-0,035
																								86,700	-1,161	-0,034
																								86,750	-1,160	-0,031
																								86,800	-1,160	-0,031
																								86,850	-1,161	-0,028
																								86,900	-1,162	-0,026
																								86,950	-1,164	-0,024
																								87,000	-1,167	-0,023
																								87,050	-1,169	-0,021
																								87,100	-1,171	-0,020
																								87,150	-1,172	-0,018
																								87,200	-1,180	-0,017
																								87,250	-1,186	-0,016
																								87,300	-1,194	-0,015
																								87,350	-1,204	-0,013
																								87,400	-1,213	-0,013
																								87,450	-1,218	-0,011
																								87,500	-1,227	-0,012
																								87,550	-1,253	-0,010
																								87,600	-1,257	-0,010
																								87,650	-1,259	-0,009
																								87,700	-1,259	-0,008
																								87,750	-1,259	-0,007
																								87,800	-1,274	-0,008
																								87,850	-1,292	-0,006
																								87,900	-1,295	-0,006
																								87,950	-1,323	-0,004
																								88,000	-1,348	-0,003
																								88,050	-1,359	-0,002
																								88,100	-1,379	-0,002
																								88,150	-1,420	-8,962E-4
																								88,200	-1,461	-0,001
																								88,250	-1,519	2,427E-4
																								88,300	-1,589	-6,094E-4
																								88,350	-1,652	7,810E-4
																								88,400	-1,752	3,330E-4
																								88,450	-1,768	0,001
																								88,500	-1,775	4,917E-4
																								88,550	-1,773	0,001
																								88,600	-1,773	4,697E-4
																								88,650	-1,773	0,001
																								88,700	-1,773	5,100E-4
																								88,750	-1,769	0,001
																								88,800	-1,789	2,988E-4
																								88,850	-1,830	0,001
																								88,900	-1,892	6,663E-4
																								88,950	-1,937	0,002
																								89,000	-2,007	8,555E-4
																								89,050	-2,053	0,002
																								89,100	-2,085	0,001
																								89,150	-2,137	0,002
																								89,200	-2,194	0,001
																								89,250	-2,198	0,002
																								89,300	-2,198	0,001
																								89,350	-2,198	0,002
																								89,400	-2,198	0,001
																								89,450	-2,223	0,002
																								89,500	-2,364	0,002
																								89,550	-2,558	0,003
																								89,600	-2,642	0,002
																								89,650	-2,726	0,003
																								89,700	-2,762	0,002
																								89,750	-2,762	0,003
																								89,800	-2,763	0,002
																								89,850	-2,763	0,003
																								89,900	-2,763	0,002
																								89,950	-2,795	0,003
																								90,000	-2,924	0,002
																								90,050	-3,013	0,003
																								90,100	-3,096	0,002
																								90,150	-3,117	0,003
																								90,200	-3,150	0,003
																								90,250	-3,200	0,003
																								90,300	-3,201	0,002
																								90,350	-3,201	0,003
																								90,400	-3,199	0,003
																								90,450	-3,206	0,003
																								90,500	-3,272	0,003
																								90,550	-3,498	0,004
																								90,600	-3,624	0,003
																								90,650	-3,667	0,004
																								90,700	-3,697	0,003
																								90,750	-3,713	0,004
																								90,800	-3,713	0,003
																								90,850	-3,714	0,004
																								90,900	-3,713	0,003
																								90,950	-3,714	0,004
																								91,000	-3,742	0,003
																								91,050	-3,839	0,004
																								91,100	-3,918	0,003
																								91,150	-4,015	0,004
																								91,200	-4,103	0,003
																								91,250	-4,105	0,004
																								91,300	-4,105	0,003
																								91,350	-4,101	0,004
																								91,400	-4,099	0,003
																								91,450	-4,103	0,004
																								91,500	-4,143	0,004
																								91,550	-4,189	0,004
																								91,600	-4,303	0,004
																								91,650	-4,427	0,005
																								91,700	-4,491	0,004
																								91,750	-4,594	0,004
																								91,800	-4,628	0,004
																								91,850	-4,626	0,004
																								91,900	-4,626	0,004
																								91,950	-4,626	0,005
																								92,000	-4,626	0,004
																								92,050	-4,633	0,005
																								92,100	-4,696	0,004
																								92,150	-4,774	0,005
