Zeit (s) Messreihe #1	Spannung, Ch A (V) Messreihe #1	Spannung, Ch B (V) Messreihe #1	Zeit (s) Messreihe #2	Spannung, Ch A (V) Messreihe #2	Spannung, Ch B (V) Messreihe #2	Zeit (s) Messreihe #3	Spannung, Ch A (V) Messreihe #3	Spannung, Ch B (V) Messreihe #3	Zeit (s) Messreihe #4	Spannung, Ch A (V) Messreihe #4	Spannung, Ch B (V) Messreihe #4	Zeit (s) Messreihe #5	Spannung, Ch A (V) Messreihe #5	Spannung, Ch B (V) Messreihe #5	Zeit (s) Messreihe #6	Spannung, Ch A (V) Messreihe #6	Spannung, Ch B (V) Messreihe #6	Zeit (s) Messreihe #7	Spannung, Ch A (V) Messreihe #7	Spannung, Ch B (V) Messreihe #7	Zeit (s) Messreihe #8	Spannung, Ch A (V) Messreihe #8	Spannung, Ch B (V) Messreihe #8	Zeit (s) Messreihe #9	Spannung, Ch A (V) Messreihe #9	Spannung, Ch B (V) Messreihe #9	Zeit (s) Messreihe #10	Spannung, Ch A (V) Messreihe #10	Spannung, Ch B (V) Messreihe #10	Zeit (s) Messreihe #11	Spannung, Ch A (V) Messreihe #11	Spannung, Ch B (V) Messreihe #11	Zeit (s) Messreihe #12	Spannung, Ch A (V) Messreihe #12	Spannung, Ch B (V) Messreihe #12	Zeit (s) Messreihe #13	Spannung, Ch A (V) Messreihe #13	Spannung, Ch B (V) Messreihe #13
24,340	6,685	5,965	24,340	6,898	4,274	24,340	6,905	9,410	24,340	6,993	3,958				24,340	6,979	9,831	24,340	0,003	-0,070	24,340	7,013	9,170	24,340	6,963	8,996	24,340	6,913	7,008	24,340	6,907	5,211	24,340	6,932	9,991	24,340	6,956	9,992
24,360	6,690	5,994	24,360	6,903	4,306	24,360	6,910	9,464	24,360	6,999	3,991				24,360	6,984	9,877	24,360	0,003	-0,066	24,360	7,018	9,234	24,360	6,968	9,058	24,360	6,919	7,059	24,360	6,913	5,250	24,360	6,937	9,991	24,360	6,961	9,991
24,380	6,696	6,023	24,380	6,909	4,338	24,380	6,916	9,519	24,380	7,005	4,024				24,380	6,990	9,917	24,380	0,003	-0,065	24,380	7,024	9,300	24,380	6,974	9,123	24,380	6,924	7,112	24,380	6,919	5,288	24,380	6,943	9,991	24,380	6,967	9,991
24,400	6,701	6,053	24,400	6,914	4,369	24,400	6,921	9,576	24,400	7,010	4,057				24,400	6,996	9,951				24,400	7,030	9,365	24,400	6,979	9,189	24,400	6,930	7,165	24,400	6,925	5,327	24,400	6,949	9,991	24,400	6,973	9,991
24,420	6,707	6,083	24,420	6,920	4,402	24,420	6,927	9,631	24,420	7,016	4,090				24,420	7,002	9,976				24,420	7,035	9,430	24,420	6,986	9,253	24,420	6,935	7,218	24,420	6,930	5,366	24,420	6,955	9,991	24,420	6,979	9,991
24,440	6,713	6,114	24,440	6,926	4,436	24,440	6,933	9,684	24,440	7,022	4,124				24,440	7,007	9,991				24,440	7,041	9,497	24,440	6,991	9,318	24,440	6,941	7,273	24,440	6,936	5,407	24,440	6,960	9,991	24,440	6,687	9,450
24,460	6,719	6,144	24,460	6,931	4,470	24,460	6,939	9,740	24,460	7,028	4,158				24,460	7,013	9,992				24,460	7,047	9,565	24,460	6,996	9,383	24,460	6,947	7,328	24,460	6,941	5,447	24,460	6,965	9,991	24,460	0,006	0,162
24,480	6,724	6,177	24,480	6,937	4,503	24,480	6,944	9,792	24,480	7,033	4,192				24,480	7,018	9,991				24,480	7,052	9,629	24,480	7,002	9,449	24,480	6,953	7,383	24,480	6,947	5,489	24,480	6,971	9,991	24,480	0,003	-0,128
24,500	6,730	6,208	24,500	6,943	4,538	24,500	6,950	9,835	24,500	7,039	4,225				24,500	7,024	9,991				24,500	7,058	9,697	24,500	7,008	9,518	24,500	6,959	7,438	24,500	6,953	5,529	24,500	6,977	9,991	24,500	0,003	-0,123
24,520	6,735	6,241	24,520	6,948	4,573	24,520	6,956	9,871	24,520	7,044	4,259				24,520	7,030	9,991				24,520	7,063	9,759	24,520	7,014	9,586	24,520	6,964	7,496	24,520	6,958	5,570	24,520	6,983	9,991	24,520	0,003	-0,119
24,540	6,742	6,274	24,540	6,954	4,608	24,540	6,962	9,904	24,540	7,050	4,294				24,540	7,036	9,991				24,540	7,069	9,808	24,540	7,020	9,653	24,540	6,970	7,553	24,540	6,964	5,611	24,540	6,989	9,991	24,540	0,003	-0,114
24,560	6,747	6,306	24,560	6,960	4,642	24,560	6,967	9,931	24,560	7,056	4,328				24,560	7,041	9,991				24,560	7,075	9,852	24,560	7,025	9,720	24,560	6,975	7,609	24,560	6,970	5,653	24,560	6,994	9,991	24,560	0,003	-0,109
24,580	6,752	6,341	24,580	6,966	4,678	24,580	6,973	9,953	24,580	7,061	4,362				24,580	7,047	9,991				24,580	7,080	9,889	24,580	7,030	9,785	24,580	6,981	7,667	24,580	6,976	5,696	24,580	7,000	9,991	24,580	0,003	-0,103
24,600	6,759	6,376	24,600	6,971	4,713	24,600	6,978	9,972	24,600	7,067	4,397				24,600	7,053	9,991				24,600	7,087	9,923	24,600	7,037	9,834	24,600	6,987	7,726	24,600	6,981	5,738	24,600	7,006	9,991	24,600	0,003	-0,099
24,620	6,764	6,410	24,620	6,977	4,748	24,620	6,984	9,986	24,620	7,073	4,432				24,620	7,058	9,991				24,620	7,092	9,950	24,620	7,042	9,907	24,620	6,992	7,783	24,620	6,987	5,781	24,620	7,012	9,991	24,620	0,003	-0,094
24,640	6,770	6,445	24,640	6,983	4,784	24,640	6,990	9,992	24,640	7,079	4,467				24,640	7,064	9,991				24,640	7,097	9,973	24,640	7,048	9,915	24,640	6,998	7,841	24,640	6,993	5,823	24,640	7,017	9,991	24,640	0,003	-0,090
24,660	6,776	6,481	24,660	6,989	4,820	24,660	6,996	9,992	24,660	7,084	4,501				24,660	7,070	9,991				24,660	7,104	9,988	24,660	7,054	9,944	24,660	7,004	7,901	24,660	6,999	5,865	24,660	7,022	9,991	24,660	0,003	-0,087
24,680	6,781	6,516	24,680	6,994	4,857	24,680	7,001	9,992	24,680	7,090	4,536				24,680	7,076	9,991				24,680	7,110	9,992	24,680	7,059	9,967	24,680	7,010	7,959	24,680	7,004	5,908	24,680	7,028	9,991	24,680	0,003	-0,083
24,700	6,787	6,553	24,700	7,000	4,894	24,700	7,007	9,991	24,700	7,095	4,571				24,700	7,081	9,991				24,700	7,115	9,992	24,700	4,766	6,172	24,700	7,015	8,018	24,700	7,009	5,950	24,700	7,034	9,991	24,700	0,003	-0,080
24,720	6,793	6,590	24,720	7,006	4,930	24,720	7,012	9,991	24,720	7,101	4,607				24,720	7,087	9,991				24,720	7,121	9,991	24,720	0,003	-0,133	24,720	7,021	8,077	24,720	7,016	5,995	24,720	7,040	9,991	24,720	0,003	-0,077
24,740	6,799	6,629	24,740	7,011	4,967	24,740	7,018	9,991	24,740	7,107	4,644				24,740	7,093	9,991				24,740	7,126	9,991	24,740	0,003	-0,127	24,740	7,026	8,135	24,740	7,021	6,038	24,740	7,046	9,991	24,740	0,003	-0,074
24,760	6,804	6,667	24,760	7,017	5,004	24,760	7,023	9,991	24,760	7,112	4,681				24,760	7,099	9,991				24,760	7,132	9,991				24,760	7,032	8,196	24,760	7,027	6,081	24,760	7,051	9,991			
24,780	6,810	6,705	24,780	7,023	5,041	24,780	7,029	9,991	24,780	7,118	4,718				24,780	7,104	9,991				24,780	7,138	9,991				24,780	7,038	8,256	24,780	7,032	6,125	24,780	7,057	9,991			
24,800	6,815	6,743	24,800	7,029	5,078	24,800	7,035	9,991	24,800	7,124	4,756				24,800	7,110	9,991				24,800	7,143	9,991				24,800	7,044	8,316	24,800	7,038	6,169	24,800	7,062	9,991			
24,820	6,821	6,782	24,820	7,034	5,115	24,820	7,041	9,991	24,820	7,130	4,794				24,820	7,115	9,991				24,820	7,149	9,991				24,820	7,050	8,376	24,820	7,044	6,213	24,820	7,068	9,991			
24,840	6,827	6,821	24,840	7,040	5,152	24,840	7,047	9,991	24,840	7,136	4,833				24,840	7,121	9,991				24,840	7,154	9,991				24,840	7,055	8,435	24,840	7,049	6,257	24,840	7,074	9,991			
24,860	6,833	6,861	24,860	7,046	5,190	24,860	7,052	9,991	24,860	7,141	4,871				24,860	7,126	9,991				24,860	7,160	9,991				24,860	7,061	8,497	24,860	7,055	6,300	24,860	7,079	9,991			
24,880	6,838	6,901	24,880	7,051	5,227	24,880	7,058	9,991	24,880	7,147	4,909				24,880	7,133	9,991				24,880	7,166	9,991				24,880	7,067	8,558	24,880	7,061	6,345	24,880	7,085	9,991			
24,900	6,844	6,943	24,900	7,056	5,264	24,900	7,063	9,991	24,900	7,153	4,949				24,900	7,138	9,991				24,900	7,171	9,991				24,900	7,072	8,618	24,900	7,066	6,389	24,900	7,091	9,991			
24,920	6,850	6,984	24,920	7,062	5,302	24,920	7,069	9,991	24,920	7,158	4,988				24,920	7,144	9,991				24,920	7,177	9,991				24,920	7,078	8,679	24,920	7,072	6,433	24,920	7,097	9,991			
24,940	6,855	7,026	24,940	7,068	5,341	24,940	7,075	9,991	24,940	7,164	5,026				24,940	7,150	9,991				24,940	7,183	9,991				24,940	7,083	8,741	24,940	7,077	6,478	24,940	6,674	9,332			
24,960	6,861	7,068	24,960	7,074	5,379				24,960	7,170	5,066				24,960	7,155	9,991				24,960	7,188	9,991				24,960	7,089	8,803	24,960	7,084	6,523	24,960	4,228	5,691			
24,980	6,867	7,110	24,980	7,079	5,416				24,980	7,175	5,105										24,980	7,194	9,991				24,980	7,094	8,866	24,980	7,089	6,568	24,980	0,003	-0,130			
25,000	6,872	7,154	25,000	7,085	5,456				25,000	7,180	5,144										25,000	7,199	9,991				25,000	7,100	8,928	25,000	7,095	6,613	25,000	0,003	-0,125			
25,020	6,877	7,197	25,020	7,091	5,494				25,020	7,186	5,185										25,020	7,205	9,991				25,020	7,106	8,991	25,020	7,101	6,660	25,020	0,004	-0,120			
25,040	6,883	7,240	25,040	7,096	5,532				25,040	7,192	5,225										25,040	7,211	9,991				25,040	7,112	9,054	25,040	7,106	6,706	25,040	0,003	-0,116			
25,060	6,889	7,286	25,060	7,102	5,571				25,060	7,197	5,262										25,060	7,217	9,991				25,060	7,117	9,118	25,060	7,112	6,752	25,060	0,003	-0,111			
25,080	6,894	7,330	25,080	7,108	5,613				25,080	7,203	5,303										25,080	7,222	9,991				25,080	7,123	9,183	25,080	7,117	6,799	25,080	0,003	-0,106			
25,100	6,900	7,375	25,100	7,113	5,652				25,100	7,208	5,342										25,100	7,228	9,991				25,100	7,129	9,247	25,100	7,123	6,846	25,100	0,003	-0,102			
25,120	6,905	7,420	25,120	7,119	5,693				25,120	7,214	5,381										25,120	7,234	9,991				25,120	7,135	9,311	25,120	7,129	6,894	25,120	0,003	-0,092			
25,140	6,911	7,466	25,140	7,125	5,734				25,140	7,220	5,422										25,140	7,239	9,991				25,140	7,140	9,375	25,140	7,135	6,943	25,140	0,003	-0,093			
25,160	6,917	7,511	25,160	7,131	5,774				25,160	7,225	5,459										25,160	5,770	8,378				25,160	7,146	9,439	25,160	7,140	6,991	25,160	0,003	-0,088			
25,180	6,922	7,559	25,180	7,137	5,817				25,180	7,231	5,499										25,180	6,845	9,019				25,180	7,152	9,504	25,180	7,145	7,040	25,180	0,003	-0,085			
25,200	6,928	7,605	25,200	7,142	5,859				25,200	7,237	5,538										25,200	0,003	-0,134				25,200	7,157	9,572	25,200	7,152	7,090	25,200	0,003	-0,082			
25,220	6,934	7,652	25,220	7,148	5,901				25,220	7,242	5,576										25,220	0,003	-0,127				25,220	7,163	9,640	25,220	7,158	7,140	25,220	0,002	-0,079			
25,240	6,939	7,699	25,240	7,154	5,942				25,240	7,248	5,615										25,240	0,002	-0,123				25,240	7,168	9,707	25,240	7,163	7,189	25,240	0,003	-0,076			
25,260	6,945	7,747	25,260	7,159	5,985				25,260	7,254	5,653										25,260	0,003	-0,118				25,260	7,175	9,774	25,260	7,169	7,239	25,260	0,003	-0,073			
25,280	6,951	7,796	25,280	7,165	6,026				25,280	7,259	5,694										25,280	0,003	-0,114				25,280	7,180	9,826	25,280	7,174	7,287	25,280	0,003	-0,070			
25,300	6,957	7,844	25,300	7,171	6,069				25,300	7,265	5,732										25,300	0,003	-0,109				25,300	7,185	9,869	25,300	7,180	7,338	25,300	0,003	-0,068			
25,320	6,962	7,892	25,320	7,176	6,110				25,320	7,271	5,770										25,320	0,002	-0,105				25,320	7,191	9,906	25,320	7,185	7,386	25,320	0,003	-0,066			
25,340	6,968	7,940	25,340	7,182	6,152				25,340	7,277	5,808										25,340	0,002	-0,100				25,340	7,197	9,937	25,340	7,191	7,436	25,340	0,003	-0,064			
25,360	6,974	7,988	25,360	7,187	6,194				25,360	7,282	5,847										25,360	0,003	-0,095				25,360	7,202	9,962	25,360	7,196	7,485	25,360	0,003	-0,062			
25,380	6,979	8,036	25,380	7,193	6,236				25,380	7,288	5,886										25,380	0,002	-0,093				25,380	7,207	9,982	25,380	7,201	7,535						
25,400	6,985	8,085	25,400	7,198	6,278				25,400	7,293	5,925										25,400	0,003	-0,087				25,400	7,213	9,991	25,400	7,207	7,584						
25,420	6,991	8,133	25,420	7,204	6,321				25,420	7,300	5,964										25,420	0,003	-0,084				25,420	7,219	9,992	25,420	7,213	7,633						
25,440	6,996	8,183	25,440	7,210	6,362				25,440	7,305	6,003										25,440	0,003	-0,082				25,440	7,225	9,992	25,440	7,219	7,682						
25,460	7,002	8,232	25,460	7,215	6,404				25,460	7,311	6,043																25,460	7,230	9,991	25,460	7,224	7,731						
25,480	7,008	8,281	25,480	7,221	6,446				25,480	7,316	6,083																25,480	7,236	9,991	25,480	7,230	7,781						
25,500	7,013	8,329	25,500	7,226	6,487				25,500	7,322	6,122																25,500	7,242	9,991	25,500	7,236	7,828						
25,520	7,019	8,378	25,520	7,232	6,530				25,520	7,327	6,161																25,520	7,247	9,991	25,520	7,241	7,876						
25,540	7,025	8,428	25,540	7,238	6,571				25,540	7,334	6,202																25,540	7,253	9,991	25,540	7,247	7,924						
25,560	7,030	8,476	25,560	7,244	6,612				25,560	7,339	6,242																25,560	7,259	9,991	25,560	7,252	7,972						
25,580	7,036	8,526	25,580	7,249	6,652				25,580	7,345	6,283																25,580	7,264	9,991	25,580	7,258	8,021						
25,600	7,042	8,575	25,600	7,255	6,694				25,600	7,350	6,323																25,600	7,270	9,991	25,600	7,264	8,068						
25,620	7,048	8,624	25,620	7,260	6,735				25,620	7,356	6,362																25,620	7,276	9,991	25,620	7,270	8,116						
25,640	7,054	8,674	25,640	7,267	6,776				25,640	7,362	6,403																25,640	7,282	9,991	25,640	7,275	8,165						
25,660	7,058	8,723	25,660	7,272	6,817				25,660	7,367	6,444																25,660	7,287	9,991	25,660	7,281	8,213						
25,680	7,064	8,775	25,680	7,277	6,858				25,680	7,373	6,485																25,680	7,292	9,991	25,680	7,287	8,261						
25,700	7,070	8,823	25,700	7,283	6,899				25,700	7,379	6,524																25,700	7,298	9,991	25,700	7,293	8,310						
25,720	7,076	8,872	25,720	7,289	6,941				25,720	7,384	6,564																25,720	7,304	9,991	25,720	7,298	8,357						
25,740	7,082	8,923	25,740	7,295	6,983				25,740	7,390	6,605																25,740	7,310	9,991	25,740	7,304	8,408						
25,760	7,088	8,974	25,760	7,300	7,024				25,760	7,396	6,644																25,760	7,316	9,991	25,760	7,309	8,456						
25,780	7,093	9,025	25,780	7,306	7,066				25,780	7,401	6,685																25,780	7,322	9,991	25,780	7,315	8,506						
25,800	7,098	9,076	25,800	7,312	7,109				25,800	7,407	6,724																25,800	7,327	9,991	25,800	7,321	8,556						
25,820	7,104	9,129	25,820	7,317	7,150				25,820	7,413	6,764																25,820	7,332	9,991	25,820	7,327	8,605						
25,840	7,110	9,181	25,840	7,323	7,194				25,840	7,418	6,803																25,840	7,338	9,991	25,840	7,332	8,655						
25,860	7,116	9,234	25,860	7,329	7,236				25,860	7,424	6,841																25,860	7,344	9,991	25,860	7,338	8,704						
25,880	7,122	9,286	25,880	7,335	7,280				25,880	7,430	6,880																25,880	7,349	9,991	25,880	7,344	8,753						
25,900	7,127	9,339	25,900	7,340	7,324				25,900	7,435	6,918																25,900	7,356	9,991	25,900	7,349	8,803						
25,920	7,133	9,393	25,920	7,346	7,367				25,920	7,441	6,958																25,920	7,361	9,991	25,920	7,355	8,854						
25,940	7,139	9,447	25,940	7,352	7,411				25,940	7,447	6,995																25,940	7,366	9,991	25,940	7,360	8,903						
25,960	7,144	9,501	25,960	7,357	7,454				25,960	7,452	7,033																25,960	7,372	9,991	25,960	7,366	8,953						
25,980	7,150	9,556	25,980	7,363	7,496				25,980	7,458	7,072																25,980	7,378	9,991	25,980	7,372	9,002						
26,000	7,156	9,611	26,000	7,369	7,540				26,000	7,464	7,110																26,000	7,384	9,991	26,000	7,377	9,053						
26,020	7,161	9,664	26,020	7,374	7,581				26,020	7,469	7,148																26,020	7,389	9,991	26,020	7,384	9,104						
26,040	7,167	9,719	26,040	7,380	7,623				26,040	7,475	7,185																26,040	7,395	9,991	26,040	7,389	9,152						
26,060	7,173	9,771	26,060	7,386	7,667				26,060	7,481	7,222																26,060	7,401	9,991	26,060	7,395	9,201						
26,080	7,178	9,814	26,080	7,392	7,709				26,080	7,486	7,258																26,080	7,406	9,991	26,080	7,401	9,251						
26,100	7,184	9,851	26,100	7,397	7,751				26,100	7,492	7,296																26,100	7,412	9,991	26,100	7,406	9,300						
26,120	7,189	9,885	26,120	7,403	7,793				26,120	7,498	7,333																26,120	7,417	9,991	26,120	7,412	9,351						
26,140	7,195	9,915	26,140	7,408	7,834				26,140	7,503	7,370																26,140	7,423	9,991	26,140	7,417	9,400						
26,160	7,200	9,939	26,160	7,414	7,875				26,160	7,509	7,408																26,160	7,429	9,991	26,160	7,423	9,448						
26,180	7,206	9,959	26,180	7,420	7,916				26,180	7,515	7,443																26,180	7,435	9,991	26,180	7,429	9,497						
26,200	7,212	9,975	26,200	7,425	7,958				26,200	7,520	7,479																26,200	7,440	9,991	26,200	7,434	9,544						
26,220	7,217	9,988	26,220	7,431	7,998				26,220	7,526	7,515																26,220	7,446	9,991	26,220	7,440	9,594						
26,240	7,223	9,992	26,240	7,437	8,040				26,240	7,532	7,552																26,240	7,452	9,991	26,240	7,446	9,641						
26,260	7,228	9,992	26,260	7,443	8,081				26,260	7,538	7,589																26,260	7,457	9,991	26,260	7,451	9,688						
26,280	7,234	9,992	26,280	7,448	8,121				26,280	7,543	7,623																26,280	7,463	9,991	26,280	7,457	9,735						
26,300	7,240	9,992	26,300	7,453	8,161				26,300	7,549	7,660																26,300	7,468	9,991	26,300	7,462	9,776						
26,320	7,245	9,991	26,320	7,459	8,201				26,320	7,554	7,695																26,320	7,475	9,991	26,320	7,468	9,812						
26,340	7,251	9,991	26,340	7,465	8,242				26,340	7,560	7,729																26,340	7,744	9,991	26,340	7,474	9,844						
26,360	7,257	9,991	26,360	7,471	8,283				26,360	7,565	7,763																26,360	0,423	0,557	26,360	7,479	9,874						
26,380	7,263	9,991	26,380	7,476	8,322				26,380	7,571	7,796																26,380	0,003	-0,129	26,380	7,485	9,901						
26,400	7,268	9,991	26,400	7,482	8,361				26,400	7,577	7,831																26,400	0,003	-0,126	26,400	7,491	9,925						
26,420	7,274	9,991	26,420	7,487	8,401				26,420	7,582	7,864																26,420	0,003	-0,121	26,420	7,496	9,944						
26,440	7,279	9,991	26,440	7,493	8,440				26,440	7,588	7,898																26,440	0,003	-0,117	26,440	7,502	9,960						
26,460	7,286	9,991	26,460	7,499	8,479				26,460	7,594	7,933																26,460	0,003	-0,114	26,460	7,508	9,974						
26,480	7,291	9,991	26,480	7,504	8,516				26,480	7,600	7,966																26,480	0,003	-0,109	26,480	7,513	9,987						
26,500	7,297	9,991	26,500	7,510	8,555				26,500	7,605	7,999																26,500	0,003	-0,104	26,500	7,519	9,992						
26,520	7,302	9,991	26,520	7,516	8,593				26,520	7,610	8,031																26,520	0,003	-0,100	26,520	7,525	9,992						
26,540	7,308	9,991	26,540	7,522	8,632				26,540	7,617	8,063																26,540	0,003	-0,096	26,540	7,530	9,992						
26,560	7,313	9,991	26,560	7,528	8,672				26,560	7,622	8,094																26,560	0,003	-0,092	26,560	7,536	9,992						
26,580	7,319	9,991	26,580	7,533	8,709				26,580	7,628	8,125																26,580	0,003	-0,089	26,580	7,542	9,991						
26,600	7,324	9,991	26,600	7,539	8,747				26,600	7,633	8,156																26,600	0,003	-0,085	26,600	7,547	9,991						
26,620	7,330	9,991	26,620	7,544	8,784				26,620	7,639	8,189																26,620	0,003	-0,082	26,620	7,553	9,991						
26,640	7,336	9,991	26,640	7,550	8,822				26,640	7,645	8,218																26,640	0,003	-0,080	26,640	7,558	9,991						
26,660	7,342	9,991	26,660	7,556	8,859				26,660	7,650	8,249																26,660	0,003	-0,076	26,660	7,564	9,991						
26,680	7,347	9,991	26,680	7,561	8,896				26,680	7,656	8,279																26,680	0,003	-0,074	26,680	7,570	9,991						
26,700	7,354	9,991	26,700	7,567	8,933				26,700	7,661	8,308																26,700	0,003	-0,072	26,700	7,575	9,991						
26,720	7,359	9,991	26,720	7,573	8,970				26,720	7,668	8,338																			26,720	7,581	9,991						
26,740	7,365	9,991	26,740	7,578	9,004				26,740	7,673	8,366																			26,740	7,586	9,991						
26,760	7,370	9,991	26,760	7,584	9,040				26,760	7,678	8,395																			26,760	7,592	9,991						
26,780	7,375	9,991	26,780	7,590	9,075				26,780	7,684	8,425																			26,780	7,598	9,991						
26,800	7,382	9,991	26,800	7,596	9,110				26,800	7,690	8,453																			26,800	7,604	9,991						
26,820	7,388	9,991	26,820	7,601	9,145				26,820	7,696	8,479																			26,820	6,926	9,429						
26,840	7,393	9,991	26,840	7,606	9,179				26,840	7,701	8,507																			26,840	3,698	4,871						
26,860	7,399	9,991	26,860	7,612	9,213				26,860	7,707	8,535																			26,860	0,003	-0,132						
26,880	7,404	9,991	26,880	7,618	9,247				26,880	7,713	8,563																			26,880	0,003	-0,127						
26,900	7,410	9,991	26,900	7,623	9,281				26,900	7,718	8,589																			26,900	0,002	-0,123						
26,920	7,416	9,991	26,920	7,629	9,314				26,920	7,724	8,615																			26,920	0,003	-0,119						
26,940	7,421	9,991	26,940	7,635	9,347				26,940	7,730	8,641																			26,940	0,003	-0,114						
26,960	7,427	9,991	26,960	7,640	9,380				26,960	7,736	8,667																			26,960	0,003	-0,110						
26,980	7,432	9,991	26,980	7,646	9,412				26,980	7,741	8,691																			26,980	0,003	-0,105						
27,000	7,438	9,991	27,000	7,652	9,446				27,000	7,747	8,716																			27,000	0,003	-0,100						
27,020	7,444	9,991	27,020	7,658	9,479				27,020	7,752	8,740																			27,020	0,003	-0,097						
27,040	7,449	9,991	27,040	7,663	9,510				27,040	7,758	8,764																			27,040	0,003	-0,093						
27,060	7,455	9,991	27,060	7,669	9,543				27,060	7,764	8,787																			27,060	0,003	-0,089						
27,080	7,461	9,991	27,080	7,675	9,575				27,080	7,769	8,811																			27,080	0,003	-0,086						
27,100	7,467	9,991	27,100	7,680	9,606				27,100	7,775	8,836																			27,100	0,003	-0,082						
27,120	7,472	9,991	27,120	7,686	9,636				27,120	7,781	8,858																			27,120	0,003	-0,080						
27,140	7,478	9,991	27,140	7,691	9,666				27,140	7,786	8,881																			27,140	0,003	-0,077						
27,160	7,484	9,991	27,160	7,697	9,696				27,160	7,792	8,905																			27,160	0,003	-0,074						
27,180	7,489	9,991	27,180	7,703	9,726				27,180	7,797	8,930																											
27,200	7,495	9,991	27,200	7,708	9,752				27,200	7,803	8,955																											
27,220	7,500	9,991	27,220	7,714	9,778				27,220	7,808	8,981																											
27,240	7,506	9,991	27,240	7,720	9,800				27,240	7,814	9,007																											
27,260	7,512	9,991	27,260	7,725	9,820				27,260	7,819	9,035																											
27,280	7,517	9,991	27,280	7,731	9,839				27,280	7,825	9,064																											
27,300	7,523	9,991	27,300	7,737	9,858				27,300	7,831	9,095																											
27,320	7,528	9,991	27,320	7,742	9,874				27,320	7,836	9,127																											
27,340	7,534	9,991	27,340	7,748	9,891				27,340	7,842	9,157																											
27,360	7,540	9,991	27,360	7,754	9,907				27,360	7,848	9,190																											
27,380	7,545	9,991	27,380	7,760	9,923				27,380	7,853	9,222																											
27,400	7,551	9,991	27,400	7,765	9,936				27,400	7,859	9,256																											
27,420	7,557	9,991	27,420	7,771	9,949				27,420	7,864	9,287																											
27,440	7,563	9,991	27,440	7,777	9,961				27,440	7,869	9,302																											
27,460	7,568	9,991	27,460	7,782	9,972				27,460	7,869	9,297																											
27,480	7,574	9,991	27,480	7,788	9,981				27,480	7,868	9,294																											
27,500	7,579	9,991	27,500	7,794	9,988				27,500	7,868	9,294																											
27,520	7,585	9,991	27,520	7,798	9,992				27,520	7,868	9,293																											
27,540	7,591	9,991	27,540	7,805	9,992				27,540	7,868	9,292																											
			27,560	7,810	9,992				27,560	7,868	9,291																											
			27,580	7,815	9,992				27,580	7,868	9,291																											
			27,600	7,821	9,992				27,600	7,869	9,291																											
			27,620	7,826	9,992				27,620	7,868	9,290																											
			27,640	7,832	9,992				27,640	7,869	9,290																											
			27,660	7,838	9,991				27,660	7,868	9,290																											
			27,680	7,844	9,991				27,680	7,868	9,290																											
			27,700	7,849	9,991				27,700	7,868	9,291																											
			27,720	7,855	9,991				27,720	7,868	9,291																											
			27,740	7,860	9,991				27,740	7,868	9,290																											
			27,760	7,865	9,991				27,760	7,868	9,290																											
			27,780	7,865	9,991				27,780	7,868	9,288																											
			27,800	7,865	9,991				27,800	7,868	9,288																											
			27,820	7,865	9,991				27,820	7,868	9,287																											
			27,840	7,865	9,991				27,840	7,869	9,288																											
			27,860	7,865	9,991				27,860	7,869	9,287																											
			27,880	7,865	9,991				27,880	7,868	9,287																											
			27,900	7,865	9,991				27,900	7,869	9,288																											
			27,920	7,865	9,991				27,920	7,868	9,287																											
			27,940	7,865	9,991				27,940	7,869	9,288																											
			27,960	7,865	9,991				27,960	7,868	9,287																											
			27,980	7,865	9,991				27,980	7,868	9,287																											
			28,000	7,865	9,991				28,000	7,868	9,286																											
			28,020	7,866	9,991				28,020	7,869	9,286																											
			28,040	7,865	9,991				28,040	7,869	9,285																											
