Zeit (s) Messreihe #1	Spannung, Ch A (V) Messreihe #1	Spannung, Ch B (V) Messreihe #1	Zeit (s) Messreihe #2	Spannung, Ch A (V) Messreihe #2	Spannung, Ch B (V) Messreihe #2	Zeit (s) Messreihe #3	Spannung, Ch A (V) Messreihe #3	Spannung, Ch B (V) Messreihe #3	Zeit (s) Messreihe #4	Spannung, Ch A (V) Messreihe #4	Spannung, Ch B (V) Messreihe #4	Zeit (s) Messreihe #5	Spannung, Ch A (V) Messreihe #5	Spannung, Ch B (V) Messreihe #5	Zeit (s) Messreihe #6	Spannung, Ch A (V) Messreihe #6	Spannung, Ch B (V) Messreihe #6	Zeit (s) Messreihe #7	Spannung, Ch A (V) Messreihe #7	Spannung, Ch B (V) Messreihe #7	Zeit (s) Messreihe #8	Spannung, Ch A (V) Messreihe #8	Spannung, Ch B (V) Messreihe #8	Zeit (s) Messreihe #9	Spannung, Ch A (V) Messreihe #9	Spannung, Ch B (V) Messreihe #9	Zeit (s) Messreihe #10	Spannung, Ch A (V) Messreihe #10	Spannung, Ch B (V) Messreihe #10	Zeit (s) Messreihe #11	Spannung, Ch A (V) Messreihe #11	Spannung, Ch B (V) Messreihe #11	Zeit (s) Messreihe #12	Spannung, Ch A (V) Messreihe #12	Spannung, Ch B (V) Messreihe #12	Zeit (s) Messreihe #13	Spannung, Ch A (V) Messreihe #13	Spannung, Ch B (V) Messreihe #13	Zeit (s) Messreihe #14	Spannung, Ch A (V) Messreihe #14	Spannung, Ch B (V) Messreihe #14	Zeit (s) Messreihe #15	Spannung, Ch A (V) Messreihe #15	Spannung, Ch B (V) Messreihe #15
12,880	3,166	0,310	12,880	3,170	0,272	12,880	3,169	0,337	12,880	3,170	0,407	12,880	3,169	0,426	12,880	3,168	0,312	12,880	3,170	0,289	12,880	3,170	0,205				12,880	3,169	0,545	12,880	3,163	1,431	12,880	3,165	2,384	12,880	3,167	4,579	12,880	3,166	8,543	12,880	3,134	6,461
12,900	3,166	0,309	12,900	3,170	0,271	12,900	3,169	0,336	12,900	3,170	0,400	12,900	3,169	0,425	12,900	3,168	0,314	12,900	3,170	0,289	12,900	3,170	0,205				12,900	3,169	0,547	12,900	3,163	1,431	12,900	3,164	2,383	12,900	3,167	4,579	12,900	3,166	8,543	12,900	3,139	6,645
12,920	3,167	0,310	12,920	3,170	0,272	12,920	3,170	0,337	12,920	3,171	0,400	12,920	3,169	0,424	12,920	3,168	0,313	12,920	3,170	0,287	12,920	3,170	0,205				12,920	3,169	0,537	12,920	3,163	1,431	12,920	3,164	2,384	12,920	3,167	4,579	12,920	3,166	8,543	12,920	3,143	6,825
12,940	3,166	0,309	12,940	3,170	0,271	12,940	3,169	0,337	12,940	3,170	0,429	12,940	3,169	0,423	12,940	3,168	0,313	12,940	3,170	0,288	12,940	3,170	0,205				12,940	3,170	0,545	12,940	3,163	1,430	12,940	3,165	2,383	12,940	3,167	4,578	12,940	1,320	2,923	12,940	3,149	6,997
12,960	3,166	0,309	12,960	3,170	0,271	12,960	3,170	0,342	12,960	3,169	0,404	12,960	3,169	0,423	12,960	3,168	0,313	12,960	3,170	0,288	12,960	3,170	0,205				12,960	3,169	0,525	12,960	3,163	1,430	12,960	3,164	2,381	12,960	3,167	4,577	12,960	1,578	5,200	12,960	3,154	7,162
12,980	3,166	0,309	12,980	3,169	0,271	12,980	3,168	0,335	12,980	3,168	0,390	12,980	3,169	0,427	12,980	3,168	0,313	12,980	3,170	0,288	12,980	3,170	0,204				12,980	3,169	0,541	12,980	3,163	1,430	12,980	3,164	2,382	12,980	3,167	4,576	12,980	0,027	-0,003	12,980	3,159	7,318
13,000	3,167	0,309	13,000	3,169	0,270	13,000	3,169	0,336	13,000	3,167	0,393	13,000	3,168	0,418	13,000	3,168	0,313	13,000	3,170	0,288	13,000	3,170	0,204							13,000	3,163	1,429	13,000	3,164	2,381	13,000	3,167	4,574	13,000	0,008	-0,092	13,000	3,164	7,462
13,020	3,166	0,308	13,020	3,170	0,271	13,020	3,168	0,336	13,020	3,166	0,393	13,020	3,168	0,421	13,020	3,168	0,313	13,020	3,170	0,287	13,020	3,170	0,204							13,020	3,163	1,430	13,020	3,164	2,381	13,020	3,167	4,574	13,020	0,008	-0,063	13,020	3,168	7,577
13,040	3,166	0,308	13,040	3,170	0,272	13,040	3,168	0,336	13,040	3,165	0,394	13,040	3,168	0,421	13,040	3,168	0,313	13,040	3,171	0,287	13,040	3,171	0,204							13,040	3,163	1,430	13,040	3,164	2,381	13,040	3,168	4,571	13,040	0,008	-0,051	13,040	3,168	7,580
13,060	3,166	0,308	13,060	3,170	0,269	13,060	3,168	0,335	13,060	3,166	0,395	13,060	3,168	0,420	13,060	3,168	0,322	13,060	3,170	0,287	13,060	3,170	0,203							13,060	3,163	1,430	13,060	3,164	2,381	13,060	3,169	4,616	13,060	0,008	-0,057	13,060	3,169	7,574
13,080	3,166	0,308	13,080	3,170	0,271	13,080	3,168	0,335	13,080	3,166	0,394	13,080	3,168	0,420	13,080	3,167	0,314	13,080	3,170	0,287	13,080	3,170	0,204							13,080	3,163	1,430	13,080	3,164	2,380	13,080	3,169	4,614	13,080	0,008	-0,053	13,080	3,169	7,572
13,100	3,168	0,289	13,100	3,170	0,270	13,100	3,168	0,335	13,100	3,165	0,394	13,100	3,168	0,419	13,100	3,166	0,309	13,100	3,170	0,287	13,100	3,170	0,205							13,100	3,163	1,430	13,100	3,164	2,380	13,100	3,169	4,613	13,100	0,008	-0,027	13,100	3,169	7,571
13,120	3,170	0,308	13,120	3,170	0,270	13,120	3,168	0,335	13,120	3,165	0,395	13,120	3,168	0,420	13,120	3,166	0,311	13,120	3,170	0,286	13,120	3,170	0,203										13,120	3,164	2,375	13,120	3,169	4,613	13,120	0,008	-0,035	13,120	3,169	7,568
13,140	3,170	0,297	13,140	3,170	0,270	13,140	3,169	0,335	13,140	3,165	0,394	13,140	3,168	0,420	13,140	3,166	0,311	13,140	3,170	0,286	13,140	3,170	0,199										13,140	3,167	2,375	13,140	3,169	4,614	13,140	0,008	-0,045	13,140	3,168	7,568
13,160	3,170	0,306	13,160	3,170	0,270	13,160	3,168	0,334	13,160	3,165	0,394	13,160	3,168	0,419	13,160	3,166	0,311	13,160	3,170	0,286	13,160	3,170	0,202										13,160	3,169	2,431	13,160	3,169	4,614	13,160	0,008	-0,027	13,160	3,169	7,566
13,180	3,170	0,307	13,180	3,170	0,270	13,180	3,168	0,334	13,180	3,166	0,394	13,180	3,168	0,418	13,180	3,166	0,310	13,180	3,170	0,286	13,180	3,170	0,202										13,180	3,169	2,429	13,180	3,169	4,629	13,180	0,008	-0,017	13,180	3,168	7,566
13,200	3,170	0,307	13,200	3,170	0,269	13,200	3,168	0,334	13,200	3,165	0,394	13,200	3,169	0,419	13,200	3,166	0,310	13,200	3,170	0,286	13,200	3,170	0,202										13,200	3,169	2,429	13,200	3,169	4,616	13,200	0,008	-0,022	13,200	3,169	7,565
13,220	3,170	0,307	13,220	3,170	0,269	13,220	3,168	0,334	13,220	3,165	0,405	13,220	3,168	0,419	13,220	3,167	0,311	13,220	3,170	0,285	13,220	3,170	0,202										13,220	3,169	2,429	13,220	3,169	4,609	13,220	0,008	-0,021	13,220	3,169	7,564
13,240	3,170	0,306	13,240	3,170	0,269	13,240	3,168	0,334	13,240	3,165	0,398	13,240	3,168	0,419	13,240	3,166	0,311	13,240	3,170	0,285	13,240	3,170	0,202										13,240	3,169	2,427	13,240	3,169	4,565	13,240	0,008	-0,017	13,240	3,169	7,563
13,260	3,170	0,307	13,260	3,170	0,269	13,260	3,168	0,336	13,260	3,165	0,394	13,260	3,168	0,418	13,260	3,167	0,317	13,260	3,170	0,285	13,260	3,170	0,202										13,260	3,169	2,426	13,260	3,169	4,529	13,260	0,008	-0,008	13,260	3,169	7,563
13,280	3,170	0,306	13,280	3,170	0,269	13,280	3,168	0,333	13,280	3,165	0,376	13,280	3,168	0,418	13,280	3,166	0,310	13,280	3,170	0,286	13,280	3,170	0,202										13,280	3,169	2,424	13,280	3,169	6,505	13,280	0,008	-0,010	13,280	3,169	7,562
13,300	3,170	0,305	13,300	3,170	0,269	13,300	3,169	0,331	13,300	3,169	0,387	13,300	3,168	0,419	13,300	3,166	0,310	13,300	3,170	0,286	13,300	3,170	0,203										13,300	3,169	2,424	13,300	3,169	6,922	13,300	0,008	-0,014	13,300	3,168	7,559
13,320	3,170	0,305	13,320	3,170	0,269	13,320	3,169	0,332	13,320	3,170	0,394	13,320	3,168	0,418	13,320	3,166	0,310	13,320	3,144	0,262	13,320	3,170	0,202										13,320	3,169	2,424	13,320	3,169	5,494	13,320	0,008	-0,004	13,320	3,169	7,559
13,340	3,170	0,306							13,340	3,170	0,393	13,340	3,168	0,417	13,340	3,166	0,310	13,340	1,889	-0,110	13,340	3,170	0,202										13,340	3,169	2,424	13,340	3,169	5,397	13,340	0,008	-0,002	13,340	3,169	7,558
13,360	3,170	0,306							13,360	3,170	0,394	13,360	3,168	0,417	13,360	3,166	0,310	13,360	1,662	2,812	13,360	3,170	0,201										13,360	3,169	2,424	13,360	3,169	4,673	13,360	0,007	-0,005	13,360	3,169	7,558
13,380	3,170	0,305							13,380	3,170	0,393	13,380	3,168	0,418	13,380	3,166	0,310	13,380	0,950	3,138													13,380	3,169	2,422	13,380	3,169	4,926	13,380	0,008	-0,004	13,380	3,169	7,555
13,400	3,170	0,305							13,400	3,170	0,394	13,400	3,168	0,417	13,400	3,166	0,309	13,400	0,008	-0,100													13,400	3,169	2,414	13,400	3,169	4,621	13,400	0,008	0,003	13,400	3,169	7,554
13,420	3,170	0,305							13,420	3,170	0,393	13,420	3,168	0,417	13,420	3,166	0,309	13,420	0,008	-0,077													13,420	3,169	2,415	13,420	3,170	4,587				13,420	3,169	7,558
13,440	3,170	0,321							13,440	3,170	0,393	13,440	3,168	0,416	13,440	3,166	0,308	13,440	0,008	-0,066													13,440	3,169	2,418	13,440	3,170	4,540				13,440	3,169	7,559
13,460	3,169	0,316							13,460	3,170	0,393	13,460	3,168	0,416	13,460	3,167	0,308	13,460	0,008	-0,053													13,460	3,149	2,355	13,460	3,170	4,587				13,460	3,168	7,557
13,480	3,168	0,304							13,480	3,171	0,393	13,480	3,169	0,417	13,480	3,166	0,308	13,480	0,008	-0,040													13,480	0,469	-0,120							13,480	3,168	7,556
13,500	3,167	0,302							13,500	3,170	0,393	13,500	3,168	0,417				13,500	0,008	-0,040													13,500	0,021	-0,099							13,500	3,168	7,555
13,520	3,166	0,302							13,520	3,170	0,392	13,520	3,168	0,416				13,520	0,008	-0,033													13,520	0,021	-0,092							13,520	3,169	7,557
13,540	3,166	0,304							13,540	3,170	0,398	13,540	3,168	0,420				13,540	0,008	-0,030													13,540	0,009	-0,073							13,540	3,169	7,554
13,560	3,166	0,304							13,560	3,170	0,392	13,560	3,168	0,416				13,560	0,008	-0,028													13,560	2,155	6,923							13,560	3,168	7,555
13,580	3,166	0,304							13,580	3,170	0,392	13,580	3,168	0,415				13,580	0,008	-0,024													13,580	0,536	1,314							13,580	3,169	7,557
13,600	3,166	0,304							13,600	3,170	0,391	13,600	3,168	0,416				13,600	0,008	-0,019													13,600	0,008	-0,081							13,600	3,169	7,555
13,620	3,166	0,304							13,620	3,170	0,392	13,620	3,168	0,416				13,620	0,008	-0,018													13,620	0,008	-0,084							13,620	3,169	7,553
13,640	3,166	0,308							13,640	3,170	0,392	13,640	3,168	0,415				13,640	0,008	-0,017													13,640	0,008	-0,050							13,640	3,169	7,553
13,660	3,166	0,304							13,660	3,170	0,392	13,660	3,168	0,415				13,660	0,008	-0,011													13,660	0,008	-0,053							13,660	3,168	7,555
13,680	3,166	0,304							13,680	3,170	0,392	13,680	3,168	0,430				13,680	0,008	-0,011													13,680	0,008	-0,036							13,680	3,168	7,553
13,700	3,166	0,304							13,700	3,170	0,391	13,700	3,167	0,418				13,700	0,009	-0,011																								
13,720	3,166	0,304							13,720	3,170	0,391	13,720	3,167	0,413				13,720	0,008	-0,010																								
13,740	3,166	0,303							13,740	3,170	0,391	13,740	3,165	0,411				13,740	0,008	-0,008																								
13,760	3,166	0,303							13,760	3,170	0,391	13,760	3,165	0,410				13,760	0,008	-0,005																								
13,780	3,166	0,304							13,780	3,170	0,390	13,780	3,165	0,412				13,780	0,008	-0,005																								
13,800	3,169	0,287							13,800	3,170	0,391	13,800	3,165	0,413				13,800	0,008	-0,005																								
13,820	3,170	0,304							13,820	3,170	0,391	13,820	2,059	2,536				13,820	0,008	-0,007																								
13,840	3,170	0,303							13,840	3,170	0,390	13,840	0,980	3,279				13,840	0,008	-0,002																								
13,860	3,170	0,303							13,860	3,170	0,390	13,860	0,008	-0,101				13,860	0,008	-0,001																								
13,880	3,170	0,303							13,880	3,170	0,390	13,880	0,008	-0,091				13,880	0,008	-6,384E-4																								
13,900	3,170	0,303							13,900	3,170	0,388	13,900	0,008	-0,062				13,900	0,008	9,753E-4																								
13,920	3,170	0,303							13,920	3,170	0,389	13,920	0,007	-0,055				13,920	0,008	0,002																								
13,940	3,170	0,303							13,940	3,170	0,390	13,940	0,008	-0,046				13,940	0,008	0,002																								
13,960	3,170	0,303							13,960	3,170	0,391	13,960	0,008	-0,039				13,960	0,007	0,002																								
13,980	3,170	0,303							13,980	3,170	0,388	13,980	0,007	-0,035				13,980	0,008	0,004																								
14,000	3,170	0,302							14,000	3,171	0,388	14,000	0,007	-0,031				14,000	0,008	0,004																								
14,020	3,170	0,302							14,020	3,171	0,389	14,020	0,008	-0,036				14,020	0,008	-2,808E-4																								
14,040	3,170	0,302							14,040	3,171	0,391	14,040	0,008	-0,024				14,040	0,008	2,625E-4																								
14,060	3,170	0,302							14,060	3,171	0,390	14,060	0,008	-0,021				14,060	0,008	7,446E-5																								
14,080	3,170	0,302							14,080	3,171	0,389	14,080	0,008	-0,018				14,080	0,008	0,002																								
14,100	3,170	0,302							14,100	3,171	0,390	14,100	0,008	-0,015				14,100	0,007	0,001																								
14,120	3,170	0,302							14,120	3,171	0,391	14,120	0,008	-0,013				14,120	0,008	0,001																								
14,140	3,170	0,302							14,140	3,171	0,390	14,140	0,008	-0,012				14,140	0,008	0,002																								
14,160	3,170	0,302							14,160	3,171	0,388	14,160	0,007	-0,011				14,160	0,008	0,003																								
14,180	3,170	0,301							14,180	3,171	0,384	14,180	0,008	-0,013				14,180	0,008	0,003																								
14,200	3,170	0,314							14,200	3,170	0,389	14,200	0,008	-0,012				14,200	0,008	0,003																								
14,220	3,170	0,320							14,220	3,171	0,389							14,220	0,008	0,003																								
14,240	3,170	0,304							14,240	3,171	0,389							14,240	0,008	0,004																								
14,260	3,171	0,302							14,260	3,171	0,389							14,260	0,007	0,004																								
14,280	3,170	0,302							14,280	3,171	0,389							14,280	0,008	0,004																								
14,300	3,170	0,301							14,300	3,171	0,387							14,300	0,008	0,005																								
14,320	3,171	0,302							14,320	3,171	0,389							14,320	0,008	0,006																								
14,340	3,170	0,301							14,340	2,022	0,784							14,340	0,008	0,005																								
14,360	3,170	0,301							14,360	1,300	4,091							14,360	0,008	0,005																								
14,380	3,170	0,302							14,380	0,008	-0,101							14,380	0,008	0,006																								
14,400	3,170	0,301							14,400	0,008	-0,050							14,400	0,008	0,007																								
14,420	3,170	0,301							14,420	0,008	-0,115							14,420	0,008	0,007																								
14,440	3,170	0,301							14,440	0,008	0,330							14,440	0,007	0,006																								
14,460	3,170	0,301							14,460	0,008	2,491							14,460	0,008	0,008																								
14,480	3,170	0,299							14,480	0,008	1,351							14,480	0,008	0,008																								
14,500	3,170	0,299							14,500	0,008	0,890							14,500	0,007	0,007																								
14,520	3,170	0,301							14,520	0,008	-0,059																																	
14,540	3,170	0,300							14,540	0,008	0,042																																	
14,560	3,170	0,301							14,560	0,008	0,017																																	
14,580	3,170	0,301							14,580	0,008	0,064																																	
14,600	3,170	0,301							14,600	0,008	-0,034																																	
14,620	3,171	0,301							14,620	0,008	-0,031																																	
14,640	3,170	0,300							14,640	0,008	-0,009																																	
14,660	3,170	0,300							14,660	0,008	-0,026																																	
14,680	3,170	0,300							14,680	0,008	-0,006																																	
14,700	3,170	0,300							14,700	0,008	-0,016																																	
14,720	3,170	0,300							14,720	0,008	-0,005																																	
14,740	3,170	0,300							14,740	0,008	-0,009																																	
14,760	3,170	0,300							14,760	0,008	-0,006																																	
14,780	3,170	0,300							14,780	0,008	-0,005																																	
14,800	3,170	0,300							14,800	0,008	-0,004																																	
14,820	3,170	0,300							14,820	0,008	-0,002																																	
14,840	3,170	0,300							14,840	0,008	-0,001																																	
14,860	3,170	0,300							14,860	0,008	-8,179E-4																																	
14,880	3,170	0,299							14,880	0,008	7,336E-4																																	
14,900	3,170	0,299							14,900	0,008	0,002																																	
14,920	3,170	0,298							14,920	0,008	0,002																																	
14,940	3,170	0,299							14,940	0,008	0,003																																	
14,960	3,170	0,299							14,960	0,008	0,003																																	
14,980	3,170	0,300							14,980	0,008	0,003																																	
15,000	3,170	0,302							15,000	0,008	0,003																																	
15,020	3,170	0,300							15,020	0,008	-5,200E-4																																	
15,040	3,170	0,299							15,040	0,008	0,003																																	
15,060	3,170	0,299																																										
15,080	3,170	0,299																																										
15,100	3,170	0,297																																										
15,120	3,170	0,299																																										
15,140	3,170	0,299																																										
15,160	3,170	0,299																																										
15,180	3,170	0,299																																										
15,200	3,170	0,299																																										
15,220	3,170	0,300																																										
15,240	3,170	0,299																																										
15,260	3,170	0,299																																										
15,280	3,170	0,299																																										
15,300	3,170	0,299																																										
15,320	3,170	0,299																																										
15,340	3,170	0,299																																										
15,360	3,170	0,299																																										
15,380	3,170	0,298																																										
15,400	3,170	0,299																																										
15,420	3,170	0,299																																										
15,440	3,170	0,299																																										
15,460	3,170	0,299																																										
15,480	3,170	0,299																																										
15,500	3,170	0,299																																										
15,520	3,170	0,299																																										
15,540	3,170	0,298																																										
15,560	3,170	0,299																																										
15,580	3,170	0,298																																										
15,600	3,170	0,298																																										
15,620	3,170	0,298																																										
15,640	3,170	0,298																																										
15,660	3,170	0,298																																										
15,680	3,170	0,296																																										
15,700	3,170	0,297																																										
15,720	3,170	0,298																																										
15,740	3,170	0,297																																										
15,760	3,170	0,298																																										
15,780	3,170	0,298																																										
15,800	3,170	0,298																																										
15,820	3,170	0,298																																										
15,840	3,170	0,298																																										
15,860	3,170	0,297																																										
15,880	3,170	0,298																																										
15,900	3,170	0,297																																										
15,920	3,170	0,297																																										
15,940	3,170	0,297																																										
15,960	3,170	0,297																																										
15,980	3,170	0,297																																										
16,000	3,170	0,297																																										
16,020	3,170	0,296																																										
16,040	3,170	0,297																																										
16,060	3,170	0,297																																										
16,080	3,170	0,297																																										
16,100	3,170	0,296																																										
16,120	3,170	0,297																																										
16,140	3,170	0,297																																										
16,160	3,170	0,297																																										
16,180	3,170	0,299																																										
16,200	3,170	0,298																																										
16,220	3,170	0,296																																										
16,240	3,170	0,297																																										
16,260	3,170	0,297																																										
16,280	3,170	0,296																																										
16,300	3,170	0,297																																										
16,320	3,170	0,297																																										
16,340	3,170	0,297																																										
16,360	3,170	0,297																																										
16,380	3,170	0,297																																										
16,400	3,170	0,296																																										
16,420	3,170	0,296																																										
16,440	3,170	0,297																																										
16,460	3,170	0,297																																										
16,480	3,170	0,297																																										
16,500	3,170	0,297																																										
16,520	3,169	0,295																																										
16,540	3,170	0,296																																										
16,560	3,170	0,297																																										
16,580	3,171	0,297																																										
16,600	3,170	0,297																																										
16,620	3,170	0,296																																										
16,640	3,170	0,295																																										
16,660	3,170	0,296																																										
16,680	3,170	0,296																																										
16,700	3,170	0,296																																										
16,720	3,170	0,296																																										
16,740	3,170	0,295																																										
16,760	3,170	0,296																																										
16,780	3,170	0,296																																										
16,800	3,170	0,296																																										
16,820	3,170	0,295																																										
16,840	3,170	0,295																																										
16,860	3,170	0,293																																										
16,880	3,170	0,294																																										
16,900	3,170	0,296																																										
16,920	3,170	0,295																																										
16,940	3,170	0,295																																										
16,960	3,170	0,295																																										
16,980	3,170	0,295																																										
17,000	3,170	0,295																																										
17,020	3,170	0,295																																										
17,040	3,170	0,295																																										
17,060	3,170	0,295																																										
17,080	3,170	0,295																																										
17,100	3,170	0,295																																										
17,120	3,170	0,295																																										
17,140	3,170	0,295																																										
17,160	3,170	0,295																																										
17,180	3,170	0,295																																										
17,200	3,170	0,294																																										
17,220	3,171	0,295																																										
17,240	3,170	0,294																																										
17,260	3,170	0,295																																										
17,280	3,170	0,294																																										
17,300	3,170	0,295																																										
17,320	3,170	0,294																																										
17,340	3,170	0,294																																										
17,360	3,170	0,294																																										
17,380	3,170	0,297																																										
17,400	3,170	0,295																																										
17,420	3,170	0,295																																										
17,440	3,170	0,295																																										
17,460	3,170	0,294																																										
17,480	3,170	0,294																																										
17,500	3,170	0,294																																										
17,520	3,170	0,294																																										
17,540	3,170	0,294																																										
17,560	3,170	0,294																																										
17,580	3,170	0,295																																										
17,600	3,170	0,294																																										
17,620	3,170	0,294																																										
17,640	3,170	0,294																																										
17,660	3,170	0,294																																										
17,680	3,170	0,294																																										
17,700	3,170	0,294																																										
17,720	3,170	0,294																																										
17,740	3,170	0,294																																										
17,760	3,170	0,294																																										
17,780	3,170	0,294																																										
17,800	3,170	0,294																																										
17,820	3,170	0,294																																										
17,840	3,170	0,301																																										
17,860	3,170	0,296																																										
17,880	3,170	0,294																																										
17,900	3,170	0,294																																										
17,920	3,170	0,294																																										
17,940	3,170	0,294																																										
17,960	3,170	0,294																																										
