Zeit (s) Messreihe #1;Spannung, Ch A (V) Messreihe #1;Spannung, Ch B (V) Messreihe #1;Zeit (s) Ringkern 1 Schalter Links;Spannung, Ch A (V) Ringkern 1 Schalter Links;Spannung, Ch B (V) Ringkern 1 Schalter Links;Zeit (s) RK1 Schalter links R_V;Spannung, Ch A (V) RK1 Schalter links R_V;Spannung, Ch B (V) RK1 Schalter links R_V;Zeit (s) Messreihe #4;Spannung, Ch A (V) Messreihe #4;Spannung, Ch B (V) Messreihe #4;Zeit (s) Messreihe #5;Spannung, Ch A (V) Messreihe #5;Spannung, Ch B (V) Messreihe #5;Zeit (s) Messreihe #6;Spannung, Ch A (V) Messreihe #6;Spannung, Ch B (V) Messreihe #6;Zeit (s) Messreihe #7;Spannung, Ch A (V) Messreihe #7;Spannung, Ch B (V) Messreihe #7;Zeit (s) Messreihe #8;Spannung, Ch A (V) Messreihe #8;Spannung, Ch B (V) Messreihe #8;Zeit (s) Messreihe #9;Spannung, Ch A (V) Messreihe #9;Spannung, Ch B (V) Messreihe #9;Zeit (s) Messreihe #10;Spannung, Ch A (V) Messreihe #10;Spannung, Ch B (V) Messreihe #10;Zeit (s) Messreihe #11;Spannung, Ch A (V) Messreihe #11;Spannung, Ch B (V) Messreihe #11;Zeit (s) Messreihe #12;Spannung, Ch A (V) Messreihe #12;Spannung, Ch B (V) Messreihe #12;Zeit (s) Messreihe #13;Spannung, Ch A (V) Messreihe #13;Spannung, Ch B (V) Messreihe #13;Zeit (s) Messreihe #14;Spannung, Ch A (V) Messreihe #14;Spannung, Ch B (V) Messreihe #14;Zeit (s) Messreihe #15;Spannung, Ch A (V) Messreihe #15;Spannung, Ch B (V) Messreihe #15;Zeit (s) Messreihe #16;Spannung, Ch A (V) Messreihe #16;Spannung, Ch B (V) Messreihe #16
;;;;;;243,450;6,372;0,057;;;;;;;;;;;;;243,450;-0,854;-0,625;243,450;-4,627;-0,062;;;;;;;;;;;;;;;;243,450;0,014;-0,746;243,450;0,690;-0,008
;;;;;;243,500;6,400;0,056;;;;;;;;;;;;;243,500;-0,855;-0,624;243,500;-4,623;-0,062;;;;;;;;;;;;;;;;243,500;0,015;-0,739;243,500;0,689;-0,010
;;;;;;243,550;6,417;0,057;;;;;;;;;;;;;243,550;-0,856;-0,625;243,550;-4,622;-0,062;;;;;;;;;;;;;;;;243,550;0,017;-0,732;243,550;0,688;-0,009
;;;;;;243,600;6,422;0,056;;;;;;;;;;;;;243,600;-0,866;-0,624;243,600;-4,609;-0,062;;;;;;;;;;;;;;;;243,600;0,018;-0,724;243,600;0,686;-0,010
;;;;;;243,650;6,429;0,057;;;;;;;;;;;;;243,650;-0,873;-0,625;243,650;-4,589;-0,061;;;;;;;;;;;;;;;;243,650;0,018;-0,719;243,650;0,686;-0,009
;;;;;;243,700;6,446;0,056;;;;;;;;;;;;;243,700;-0,880;-0,625;243,700;-4,584;-0,062;;;;;;;;;;;;;;;;243,700;0,020;-0,712;243,700;0,683;-0,010
;;;;;;243,750;6,456;0,057;;;;;;;;;;;;;243,750;-0,886;-0,626;243,750;-4,563;-0,062;;;;;;;;;;;;;;;;243,750;0,020;-0,706;243,750;0,682;-0,009
;;;;;;243,800;6,462;0,056;;;;;;;;;;;;;243,800;-0,888;-0,625;243,800;-4,556;-0,061;;;;;;;;;;;;;;;;243,800;0,020;-0,699;243,800;0,681;-0,010
;;;;;;243,850;6,480;0,057;;;;;;;;;;;;;243,850;-0,897;-0,626;243,850;-4,549;-0,061;;;;;;;;;;;;;;;;243,850;0,020;-0,695;243,850;0,680;-0,009
;;;;;;243,900;6,494;0,056;;;;;;;;;;;;;243,900;-0,901;-0,625;243,900;-4,547;-0,062;;;;;;;;;;;;;;;;243,900;0,021;-0,690;243,900;0,679;-0,010
;;;;;;243,950;6,508;0,057;;;;;;;;;;;;;243,950;-0,906;-0,626;243,950;-4,542;-0,061;;;;;;;;;;;;;;;;243,950;0,021;-0,686;243,950;0,678;-0,009
;;;;;;244,000;6,512;0,057;;;;;;;;;;;;;244,000;-0,917;-0,626;244,000;-4,535;-0,062;;;;;;;;;;;;;;;;244,000;0,020;-0,682;244,000;0,678;-0,010
;;;;;;244,050;6,543;0,057;;;;;;;;;;;;;244,050;-0,920;-0,627;244,050;-4,525;-0,061;;;;;;;;;;;;;;;;244,050;0,020;-0,679;244,050;0,677;-0,009
;;;;;;244,100;6,612;0,057;;;;;;;;;;;;;244,100;-0,932;-0,626;244,100;-4,521;-0,061;;;;;;;;;;;;;;;;244,100;0,020;-0,675;244,100;0,677;-0,010
;;;;;;244,150;6,635;0,058;;;;;;;;;;;;;244,150;-0,939;-0,627;244,150;-4,512;-0,061;;;;;;;;;;;;;;;;244,150;0,020;-0,673;244,150;0,677;-0,009
;;;;;;244,200;6,636;0,057;;;;;;;;;;;;;244,200;-0,941;-0,627;244,200;-4,511;-0,061;;;;;;;;;;;;;;;;244,200;0,021;-0,669;244,200;0,675;-0,010
;;;;;;244,250;6,652;0,057;;;;;;;;;;;;;244,250;-0,942;-0,627;244,250;-4,507;-0,061;;;;;;;;;;;;;;;;244,250;0,020;-0,668;244,250;0,674;-0,009
;;;;;;244,300;6,670;0,057;;;;;;;;;;;;;244,300;-0,956;-0,627;244,300;-4,503;-0,061;;;;;;;;;;;;;;;;244,300;0,021;-0,664;244,300;0,673;-0,010
;;;;;;244,350;6,695;0,058;;;;;;;;;;;;;244,350;-0,971;-0,628;244,350;-4,498;-0,061;;;;;;;;;;;;;;;;244,350;0,021;-0,663;244,350;0,672;-0,010
;;;;;;244,400;6,719;0,057;;;;;;;;;;;;;244,400;-0,980;-0,628;244,400;-4,496;-0,061;;;;;;;;;;;;;;;;244,400;0,021;-0,660;244,400;0,671;-0,011
;;;;;;244,450;6,731;0,058;;;;;;;;;;;;;244,450;-0,997;-0,629;244,450;-4,486;-0,061;;;;;;;;;;;;;;;;244,450;0,021;-0,658;244,450;0,669;-0,010
;;;;;;244,500;6,732;0,057;;;;;;;;;;;;;244,500;-1,005;-0,628;244,500;-4,476;-0,061;;;;;;;;;;;;;;;;244,500;0,021;-0,656;244,500;0,669;-0,011
;;;;;;244,550;6,732;0,058;;;;;;;;;;;;;244,550;-1,013;-0,629;244,550;-4,476;-0,061;;;;;;;;;;;;;;;;244,550;0,021;-0,654;244,550;0,667;-0,010
;;;;;;244,600;6,732;0,057;;;;;;;;;;;;;244,600;-1,016;-0,629;244,600;-4,472;-0,061;;;;;;;;;;;;;;;;244,600;0,021;-0,651;244,600;0,667;-0,011
;;;;;;244,650;6,733;0,058;;;;;;;;;;;;;244,650;-1,016;-0,629;244,650;-4,463;-0,061;;;;;;;;;;;;;;;;244,650;0,021;-0,649;244,650;0,665;-0,010
;;;;;;244,700;6,732;0,057;;;;;;;;;;;;;244,700;-1,017;-0,629;244,700;-4,458;-0,061;;;;;;;;;;;;;;;;244,700;0,021;-0,646;244,700;0,663;-0,011
;;;;;;244,750;6,732;0,058;;;;;;;;;;;;;244,750;-1,020;-0,629;244,750;-4,436;-0,061;;;;;;;;;;;;;;;;244,750;0,021;-0,645;244,750;0,661;-0,011
;;;;;;244,800;6,732;0,057;;;;;;;;;;;;;244,800;-1,039;-0,629;244,800;-4,432;-0,061;;;;;;;;;;;;;;;;244,800;0,021;-0,642;244,800;0,661;-0,011
;;;;;;244,850;6,732;0,058;;;;;;;;;;;;;244,850;-1,049;-0,630;244,850;-4,425;-0,060;;;;;;;;;;;;;;;;244,850;0,021;-0,642;244,850;0,661;-0,010
;;;;;;244,900;6,733;0,058;;;;;;;;;;;;;244,900;-1,064;-0,630;244,900;-4,423;-0,060;;;;;;;;;;;;;;;;244,900;0,021;-0,639;244,900;0,659;-0,011
;;;;;;244,950;6,732;0,058;;;;;;;;;;;;;244,950;-1,068;-0,630;244,950;-4,423;-0,060;;;;;;;;;;;;;;;;244,950;0,022;-0,638;244,950;0,659;-0,010
;;;;;;245,000;6,732;0,057;;;;;;;;;;;;;245,000;-1,090;-0,631;245,000;-4,423;-0,060;;;;;;;;;;;;;;;;245,000;0,021;-0,636;245,000;0,657;-0,012
;;;;;;245,050;6,732;0,058;;;;;;;;;;;;;245,050;-1,105;-0,631;245,050;-4,412;-0,060;;;;;;;;;;;;;;;;245,050;0,021;-0,635;245,050;0,656;-0,011
;;;;;;245,100;6,732;0,057;;;;;;;;;;;;;245,100;-1,118;-0,631;245,100;-4,392;-0,060;;;;;;;;;;;;;;;;245,100;0,021;-0,633;245,100;0,656;-0,012
;;;;;;245,150;6,732;0,058;;;;;;;;;;;;;245,150;-1,155;-0,632;245,150;-4,379;-0,060;;;;;;;;;;;;;;;;245,150;0,021;-0,632;245,150;0,655;-0,011
;;;;;;245,200;6,732;0,057;;;;;;;;;;;;;245,200;-1,168;-0,632;245,200;-4,369;-0,060;;;;;;;;;;;;;;;;245,200;0,021;-0,630;245,200;0,653;-0,012
;;;;;;245,250;6,732;0,058;;;;;;;;;;;;;245,250;-1,170;-0,633;245,250;-4,346;-0,060;;;;;;;;;;;;;;;;245,250;0,021;-0,630;245,250;0,652;-0,011
;;;;;;245,300;6,733;0,058;;;;;;;;;;;;;245,300;-1,171;-0,632;245,300;-4,332;-0,060;;;;;;;;;;;;;;;;245,300;0,021;-0,628;245,300;0,651;-0,012
;;;;;;245,350;6,732;0,058;;;;;;;;;;;;;245,350;-1,170;-0,632;245,350;-4,318;-0,060;;;;;;;;;;;;;;;;245,350;0,021;-0,627;245,350;0,651;-0,011
;;;;;;245,400;6,732;0,057;;;;;;;;;;;;;245,400;-1,172;-0,633;245,400;-4,318;-0,060;;;;;;;;;;;;;;;;245,400;0,021;-0,625;245,400;0,650;-0,012
;;;;;;245,450;6,732;0,058;;;;;;;;;;;;;245,450;-1,172;-0,633;245,450;-4,318;-0,060;;;;;;;;;;;;;;;;245,450;0,021;-0,625;245,450;0,650;-0,011
;;;;;;245,500;6,732;0,057;;;;;;;;;;;;;245,500;-1,172;-0,633;245,500;-4,318;-0,060;;;;;;;;;;;;;;;;245,500;0,022;-0,621;245,500;0,649;-0,012
;;;;;;245,550;6,732;0,058;;;;;;;;;;;;;245,550;-1,172;-0,633;245,550;-4,317;-0,060;;;;;;;;;;;;;;;;245,550;0,022;-0,620;245,550;0,649;-0,011
;;;;;;245,600;6,732;0,057;;;;;;;;;;;;;245,600;-1,172;-0,633;245,600;-4,301;-0,060;;;;;;;;;;;;;;;;245,600;0,022;-0,617;245,600;0,648;-0,012
;;;;;;245,650;6,732;0,058;;;;;;;;;;;;;245,650;-1,172;-0,633;245,650;-4,300;-0,059;;;;;;;;;;;;;;;;245,650;0,022;-0,617;245,650;0,648;-0,011
;;;;;;245,700;6,732;0,057;;;;;;;;;;;;;245,700;-1,172;-0,633;245,700;-4,300;-0,059;;;;;;;;;;;;;;;;245,700;0,022;-0,614;245,700;0,646;-0,012
;;;;;;245,750;6,732;0,058;;;;;;;;;;;;;245,750;-1,172;-0,632;245,750;-4,300;-0,060;;;;;;;;;;;;;;;;245,750;0,022;-0,613;245,750;0,644;-0,011
;;;;;;245,800;6,732;0,057;;;;;;;;;;;;;245,800;-1,173;-0,633;245,800;-4,292;-0,060;;;;;;;;;;;;;;;;245,800;0,023;-0,610;245,800;0,642;-0,012
;;;;;;245,850;6,733;0,059;;;;;;;;;;;;;245,850;-1,173;-0,633;245,850;-4,275;-0,060;;;;;;;;;;;;;;;;245,850;0,025;-0,606;245,850;0,640;-0,012
;;;;;;245,900;6,732;0,057;;;;;;;;;;;;;245,900;-1,174;-0,633;245,900;-4,267;-0,059;;;;;;;;;;;;;;;;245,900;0,024;-0,601;245,900;0,640;-0,012
;;;;;;245,950;6,732;0,058;;;;;;;;;;;;;245,950;-1,175;-0,633;245,950;-4,236;-0,059;;;;;;;;;;;;;;;;245,950;0,024;-0,598;245,950;0,638;-0,012
;;;;;;246,000;6,732;0,057;;;;;;;;;;;;;246,000;-1,176;-0,633;246,000;-4,214;-0,059;;;;;;;;;;;;;;;;246,000;0,024;-0,594;246,000;0,636;-0,013
;;;;;;246,050;6,732;0,058;;;;;;;;;;;;;246,050;-1,176;-0,633;246,050;-4,145;-0,058;;;;;;;;;;;;;;;;246,050;0,025;-0,592;246,050;0,635;-0,012
;;;;;;246,100;6,732;0,058;;;;;;;;;;;;;246,100;-1,175;-0,632;246,100;-4,119;-0,058;;;;;;;;;;;;;;;;246,100;0,025;-0,589;246,100;0,634;-0,013
;;;;;;246,150;6,732;0,058;;;;;;;;;;;;;246,150;-1,179;-0,633;246,150;-4,110;-0,058;;;;;;;;;;;;;;;;246,150;0,025;-0,587;246,150;0,632;-0,012
;;;;;;246,200;6,732;0,057;;;;;;;;;;;;;246,200;-1,188;-0,633;246,200;-4,097;-0,058;;;;;;;;;;;;;;;;246,200;0,025;-0,584;246,200;0,630;-0,013
;;;;;;;;;;;;;;;;;;;;;246,250;-1,189;-0,633;246,250;-4,097;-0,058;;;;;;;;;;;;;;;;246,250;0,025;-0,583;246,250;0,629;-0,012
;;;;;;;;;;;;;;;;;;;;;246,300;-1,196;-0,633;246,300;-4,097;-0,058;;;;;;;;;;;;;;;;246,300;0,025;-0,580;246,300;0,627;-0,013
;;;;;;;;;;;;;;;;;;;;;246,350;-1,201;-0,633;246,350;-4,095;-0,058;;;;;;;;;;;;;;;;246,350;0,025;-0,578;246,350;0,626;-0,013
;;;;;;;;;;;;;;;;;;;;;246,400;-1,202;-0,633;246,400;-4,081;-0,058;;;;;;;;;;;;;;;;246,400;0,025;-0,574;246,400;0,625;-0,013
;;;;;;;;;;;;;;;;;;;;;246,450;-1,212;-0,633;246,450;-4,079;-0,058;;;;;;;;;;;;;;;;246,450;0,025;-0,573;246,450;0,624;-0,013
;;;;;;;;;;;;;;;;;;;;;246,500;-1,229;-0,634;246,500;-4,078;-0,058;;;;;;;;;;;;;;;;246,500;0,025;-0,569;246,500;0,624;-0,013
;;;;;;;;;;;;;;;;;;;;;246,550;-1,233;-0,634;246,550;-4,066;-0,058;;;;;;;;;;;;;;;;246,550;0,025;-0,568;246,550;0,623;-0,013
;;;;;;;;;;;;;;;;;;;;;246,600;-1,234;-0,634;246,600;-4,062;-0,058;;;;;;;;;;;;;;;;246,600;0,025;-0,564;246,600;0,624;-0,013
;;;;;;;;;;;;;;;;;;;;;246,650;-1,234;-0,634;246,650;-4,050;-0,058;;;;;;;;;;;;;;;;246,650;0,026;-0,563;246,650;0,623;-0,013
;;;;;;;;;;;;;;;;;;;;;246,700;-1,234;-0,634;246,700;-4,040;-0,058;;;;;;;;;;;;;;;;246,700;0,026;-0,560;246,700;0,622;-0,014
;;;;;;;;;;;;;;;;;;;;;246,750;-1,234;-0,634;246,750;-4,036;-0,058;;;;;;;;;;;;;;;;246,750;0,026;-0,558;246,750;0,620;-0,013
;;;;;;;;;;;;;;;;;;;;;246,800;-1,234;-0,634;246,800;-4,019;-0,057;;;;;;;;;;;;;;;;246,800;0,027;-0,553;246,800;0,619;-0,014
;;;;;;;;;;;;;;;;;;;;;246,850;-1,234;-0,634;246,850;-4,017;-0,057;;;;;;;;;;;;;;;;246,850;0,027;-0,551;246,850;0,618;-0,013
;;;;;;;;;;;;;;;;;;;;;246,900;-1,240;-0,634;246,900;-4,006;-0,057;;;;;;;;;;;;;;;;246,900;0,028;-0,547;246,900;0,616;-0,014
;;;;;;;;;;;;;;;;;;;;;246,950;-1,249;-0,634;246,950;-4,004;-0,058;;;;;;;;;;;;;;;;246,950;0,027;-0,544;246,950;0,616;-0,013
;;;;;;;;;;;;;;;;;;;;;247,000;-1,251;-0,634;247,000;-3,993;-0,057;;;;;;;;;;;;;;;;247,000;0,028;-0,540;247,000;0,615;-0,014
;;;;;;;;;;;;;;;;;;;;;247,050;-1,256;-0,634;247,050;-3,979;-0,057;;;;;;;;;;;;;;;;247,050;0,029;-0,537;247,050;0,612;-0,013
;;;;;;;;;;;;;;;;;;;;;247,100;-1,258;-0,634;247,100;-3,975;-0,057;;;;;;;;;;;;;;;;247,100;0,028;-0,533;247,100;0,611;-0,014
;;;;;;;;;;;;;;;;;;;;;247,150;-1,259;-0,634;247,150;-3,956;-0,057;;;;;;;;;;;;;;;;247,150;0,028;-0,531;247,150;0,608;-0,014
;;;;;;;;;;;;;;;;;;;;;247,200;-1,259;-0,634;247,200;-3,952;-0,057;;;;;;;;;;;;;;;;247,200;0,029;-0,526;247,200;0,607;-0,014
;;;;;;;;;;;;;;;;;;;;;247,250;-1,259;-0,634;247,250;-3,943;-0,057;;;;;;;;;;;;;;;;247,250;0,029;-0,524;247,250;0,605;-0,014
;;;;;;;;;;;;;;;;;;;;;247,300;-1,260;-0,635;247,300;-3,938;-0,057;;;;;;;;;;;;;;;;247,300;0,029;-0,520;247,300;0,604;-0,014
;;;;;;;;;;;;;;;;;;;;;247,350;-1,259;-0,634;247,350;-3,938;-0,057;;;;;;;;;;;;;;;;247,350;0,029;-0,518;247,350;0,604;-0,014
;;;;;;;;;;;;;;;;;;;;;247,400;-1,276;-0,635;247,400;-3,938;-0,057;;;;;;;;;;;;;;;;247,400;0,030;-0,513;247,400;0,603;-0,015
;;;;;;;;;;;;;;;;;;;;;247,450;-1,291;-0,635;247,450;-3,932;-0,057;;;;;;;;;;;;;;;;247,450;0,030;-0,511;247,450;0,603;-0,014
;;;;;;;;;;;;;;;;;;;;;247,500;-1,297;-0,635;247,500;-3,925;-0,057;;;;;;;;;;;;;;;;247,500;0,030;-0,506;247,500;0,603;-0,014
;;;;;;;;;;;;;;;;;;;;;247,550;-1,317;-0,635;247,550;-3,925;-0,057;;;;;;;;;;;;;;;;247,550;0,030;-0,505;247,550;0,603;-0,014
;;;;;;;;;;;;;;;;;;;;;247,600;-1,325;-0,636;247,600;-3,925;-0,056;;;;;;;;;;;;;;;;247,600;0,031;-0,500;247,600;0,602;-0,014
;;;;;;;;;;;;;;;;;;;;;247,650;-1,326;-0,636;247,650;-3,925;-0,057;;;;;;;;;;;;;;;;247,650;0,030;-0,498;247,650;0,602;-0,014
;;;;;;;;;;;;;;;;;;;;;247,700;-1,335;-0,636;247,700;-3,918;-0,057;;;;;;;;;;;;;;;;247,700;0,031;-0,494;247,700;0,601;-0,014
;;;;;;;;;;;;;;;;;;;;;247,750;-1,360;-0,636;247,750;-3,916;-0,057;;;;;;;;;;;;;;;;247,750;0,031;-0,492;247,750;0,600;-0,014
;;;;;;;;;;;;;;;;;;;;;247,800;-1,372;-0,637;247,800;-3,912;-0,057;;;;;;;;;;;;;;;;247,800;0,030;-0,489;247,800;0,600;-0,015
;;;;;;;;;;;;;;;;;;;;;247,850;-1,373;-0,636;247,850;-3,903;-0,057;;;;;;;;;;;;;;;;247,850;0,031;-0,487;247,850;0,598;-0,014
;;;;;;;;;;;;;;;;;;;;;247,900;-1,374;-0,637;247,900;-3,902;-0,056;;;;;;;;;;;;;;;;247,900;0,031;-0,484;247,900;0,597;-0,015
;;;;;;;;;;;;;;;;;;;;;247,950;-1,375;-0,637;247,950;-3,892;-0,057;;;;;;;;;;;;;;;;247,950;0,031;-0,483;247,950;0,596;-0,014
;;;;;;;;;;;;;;;;;;;;;248,000;-1,374;-0,637;248,000;-3,889;-0,056;;;;;;;;;;;;;;;;248,000;0,031;-0,480;248,000;0,594;-0,015
;;;;;;;;;;;;;;;;;;;;;248,050;-1,375;-0,637;248,050;-3,889;-0,057;;;;;;;;;;;;;;;;248,050;0,031;-0,479;248,050;0,593;-0,014
;;;;;;;;;;;;;;;;;;;;;248,100;-1,374;-0,637;248,100;-3,885;-0,056;;;;;;;;;;;;;;;;248,100;0,031;-0,476;248,100;0,593;-0,015
;;;;;;;;;;;;;;;;;;;;;248,150;-1,374;-0,636;248,150;-3,880;-0,057;;;;;;;;;;;;;;;;248,150;0,031;-0,475;248,150;0,592;-0,015
;;;;;;;;;;;;;;;;;;;;;248,200;-1,375;-0,637;248,200;-3,878;-0,056;;;;;;;;;;;;;;;;248,200;0,032;-0,471;248,200;0,592;-0,015
;;;;;;;;;;;;;;;;;;;;;248,250;-1,374;-0,636;248,250;-3,864;-0,057;;;;;;;;;;;;;;;;248,250;0,032;-0,468;248,250;0,592;-0,014
;;;;;;;;;;;;;;;;;;;;;248,300;-1,408;-0,637;248,300;-3,863;-0,056;;;;;;;;;;;;;;;;248,300;0,032;-0,464;248,300;0,592;-0,015
;;;;;;;;;;;;;;;;;;;;;248,350;-1,435;-0,637;248,350;-3,860;-0,056;;;;;;;;;;;;;;;;248,350;0,032;-0,463;248,350;0,592;-0,014
;;;;;;;;;;;;;;;;;;;;;248,400;-1,440;-0,638;248,400;-3,858;-0,056;;;;;;;;;;;;;;;;248,400;0,032;-0,459;248,400;0,592;-0,015
;;;;;;;;;;;;;;;;;;;;;248,450;-1,440;-0,638;248,450;-3,858;-0,056;;;;;;;;;;;;;;;;248,450;0,032;-0,458;248,450;0,591;-0,015
;;;;;;;;;;;;;;;;;;;;;248,500;-1,441;-0,638;248,500;-3,858;-0,056;;;;;;;;;;;;;;;;248,500;0,032;-0,455;248,500;0,590;-0,015
;;;;;;;;;;;;;;;;;;;;;248,550;-1,441;-0,638;248,550;-3,858;-0,056;;;;;;;;;;;;;;;;248,550;0,032;-0,454;248,550;0,589;-0,015
;;;;;;;;;;;;;;;;;;;;;248,600;-1,446;-0,638;248,600;-3,840;-0,056;;;;;;;;;;;;;;;;248,600;0,033;-0,450;248,600;0,589;-0,015
;;;;;;;;;;;;;;;;;;;;;248,650;-1,464;-0,638;248,650;-3,812;-0,056;;;;;;;;;;;;;;;;248,650;0,034;-0,448;248,650;0,589;-0,015
;;;;;;;;;;;;;;;;;;;;;248,700;-1,481;-0,639;248,700;-3,811;-0,056;;;;;;;;;;;;;;;;248,700;0,034;-0,444;248,700;0,589;-0,015
;;;;;;;;;;;;;;;;;;;;;248,750;-1,484;-0,639;248,750;-3,810;-0,056;;;;;;;;;;;;;;;;248,750;0,033;-0,443;248,750;0,589;-0,015
;;;;;;;;;;;;;;;;;;;;;248,800;-1,512;-0,639;248,800;-3,811;-0,056;;;;;;;;;;;;;;;;248,800;0,034;-0,439;248,800;0,588;-0,015
;;;;;;;;;;;;;;;;;;;;;248,850;-1,548;-0,639;248,850;-3,811;-0,056;;;;;;;;;;;;;;;;248,850;0,035;-0,438;248,850;0,587;-0,015
;;;;;;;;;;;;;;;;;;;;;248,900;-1,584;-0,640;248,900;-3,811;-0,056;;;;;;;;;;;;;;;;248,900;0,037;-0,430;248,900;0,586;-0,015
;;;;;;;;;;;;;;;;;;;;;248,950;-1,607;-0,640;248,950;-3,811;-0,056;;;;;;;;;;;;;;;;248,950;0,038;-0,425;248,950;0,584;-0,015
;;;;;;;;;;;;;;;;;;;;;249,000;-1,616;-0,641;249,000;-3,811;-0,056;;;;;;;;;;;;;;;;249,000;0,038;-0,419;249,000;0,584;-0,016
;;;;;;;;;;;;;;;;;;;;;249,050;-1,652;-0,641;249,050;-3,813;-0,056;;;;;;;;;;;;;;;;249,050;0,038;-0,417;249,050;0,583;-0,015
;;;;;;;;;;;;;;;;;;;;;249,100;-1,663;-0,641;249,100;-3,823;-0,056;;;;;;;;;;;;;;;;249,100;0,038;-0,412;249,100;0,583;-0,016
;;;;;;;;;;;;;;;;;;;;;249,150;-1,665;-0,641;249,150;-3,823;-0,056;;;;;;;;;;;;;;;;249,150;0,038;-0,410;249,150;0,581;-0,015
;;;;;;;;;;;;;;;;;;;;;249,200;-1,666;-0,642;249,200;-3,823;-0,056;;;;;;;;;;;;;;;;249,200;0,038;-0,405;249,200;0,580;-0,016
;;;;;;;;;;;;;;;;;;;;;249,250;-1,689;-0,641;249,250;-3,823;-0,056;;;;;;;;;;;;;;;;249,250;0,039;-0,403;249,250;0,581;-0,015
;;;;;;;;;;;;;;;;;;;;;249,300;-1,735;-0,643;249,300;-3,823;-0,056;;;;;;;;;;;;;;;;249,300;0,040;-0,397;249,300;0,581;-0,016
;;;;;;;;;;;;;;;;;;;;;249,350;-1,745;-0,642;249,350;-3,823;-0,056;;;;;;;;;;;;;;;;249,350;0,040;-0,394;249,350;0,580;-0,015
;;;;;;;;;;;;;;;;;;;;;249,400;-1,782;-0,644;249,400;-3,823;-0,056;;;;;;;;;;;;;;;;249,400;0,043;-0,388;249,400;0,579;-0,016
;;;;;;;;;;;;;;;;;;;;;249,450;-1,805;-0,643;249,450;-3,823;-0,056;;;;;;;;;;;;;;;;249,450;0,044;-0,382;249,450;0,577;-0,016
;;;;;;;;;;;;;;;;;;;;;249,500;-1,843;-0,644;249,500;-3,824;-0,056;;;;;;;;;;;;;;;;249,500;0,044;-0,376;249,500;0,575;-0,016
;;;;;;;;;;;;;;;;;;;;;249,550;-1,867;-0,644;249,550;-3,823;-0,056;;;;;;;;;;;;;;;;249,550;0,044;-0,372;249,550;0,574;-0,016
;;;;;;;;;;;;;;;;;;;;;249,600;-1,873;-0,645;249,600;-3,823;-0,056;;;;;;;;;;;;;;;;249,600;0,044;-0,368;249,600;0,574;-0,016
;;;;;;;;;;;;;;;;;;;;;249,650;-1,881;-0,644;249,650;-3,823;-0,056;;;;;;;;;;;;;;;;249,650;0,044;-0,365;249,650;0,574;-0,016
;;;;;;;;;;;;;;;;;;;;;249,700;-1,893;-0,645;249,700;-3,823;-0,056;;;;;;;;;;;;;;;;249,700;0,045;-0,361;249,700;0,573;-0,016
;;;;;;;;;;;;;;;;;;;;;249,750;-1,925;-0,645;249,750;-3,823;-0,056;;;;;;;;;;;;;;;;249,750;0,044;-0,359;249,750;0,573;-0,015
;;;;;;;;;;;;;;;;;;;;;249,800;-1,930;-0,646;249,800;-3,823;-0,055;;;;;;;;;;;;;;;;249,800;0,044;-0,356;249,800;0,573;-0,016
;;;;;;;;;;;;;;;;;;;;;249,850;-1,930;-0,645;249,850;-3,823;-0,056;;;;;;;;;;;;;;;;249,850;0,044;-0,355;249,850;0,572;-0,016
;;;;;;;;;;;;;;;;;;;;;249,900;-1,931;-0,646;249,900;-3,823;-0,056;;;;;;;;;;;;;;;;249,900;0,044;-0,352;249,900;0,572;-0,016
;;;;;;;;;;;;;;;;;;;;;249,950;-1,931;-0,645;249,950;-3,820;-0,056;;;;;;;;;;;;;;;;249,950;0,045;-0,351;249,950;0,571;-0,016
;;;;;;;;;;;;;;;;;;;;;250,000;-1,931;-0,645;250,000;-3,816;-0,055;;;;;;;;;;;;;;;;250,000;0,044;-0,348;250,000;0,570;-0,016
;;;;;;;;;;;;;;;;;;;;;250,050;-1,931;-0,645;250,050;-3,792;-0,056;;;;;;;;;;;;;;;;250,050;0,044;-0,348;250,050;0,568;-0,016
;;;;;;;;;;;;;;;;;;;;;250,100;-1,933;-0,646;250,100;-3,779;-0,055;;;;;;;;;;;;;;;;250,100;0,044;-0,345;250,100;0,567;-0,017
;;;;;;;;;;;;;;;;;;;;;250,150;-1,933;-0,645;250,150;-3,767;-0,056;;;;;;;;;;;;;;;;250,150;0,044;-0,345;250,150;0,566;-0,016
;;;;;;;;;;;;;;;;;;;;;250,200;-1,933;-0,645;250,200;-3,753;-0,055;;;;;;;;;;;;;;;;250,200;0,044;-0,343;250,200;0,565;-0,016
;;;;;;;;;;;;;;;;;;;;;250,250;-1,933;-0,645;250,250;-3,751;-0,056;;;;;;;;;;;;;;;;250,250;0,044;-0,343;250,250;0,565;-0,016
;;;;;;;;;;;;;;;;;;;;;250,300;-1,933;-0,646;250,300;-3,747;-0,055;;;;;;;;;;;;;;;;250,300;0,044;-0,341;250,300;0,564;-0,017
;;;;;;;;;;;;;;;;;;;;;250,350;-1,933;-0,645;250,350;-3,745;-0,056;;;;;;;;;;;;;;;;250,350;0,044;-0,341;250,350;0,564;-0,016
